dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_005,ONAQ_005.basePlot.cfc,distributed,M+OBob9eRM0t8X+C5+QrzxdGluls5jAeHhzyy8r6QYI=,A00000281806,1,1,0.48,7.08,6.5,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_005,ONAQ_005.basePlot.cfc,distributed,M+OBob9eRM24ni9MccLXnI6GcMvEkFqE7p0xI6oCEVk=,A00000281804,1,1,0.479,10.08,12.87,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_007,ONAQ_007.basePlot.cfc,distributed,M+OBob9eRM12bv0ind7sB+2xSJoP/a1VtSfEIeg9Bes=,A00000281645,1,1,0.477,10.99,12.1,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_010,ONAQ_010.basePlot.cfc,distributed,M+OBob9eRM1P6PB6+1CGkIypbpOwyR9bkgCvsvwgmaY=,A00000281809,1,1,0.478,14.06,10.04,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_010,ONAQ_010.basePlot.cfc,distributed,M+OBob9eRM27GZcu41F2tAJ+Yq7j2ViEGPztFlbs44E=,A00000281633,1,1,0.481,11.15,10.68,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_010,ONAQ_010.basePlot.cfc,distributed,M+OBob9eRM27GZcu41F2tDVBaO14WifN6MzE9SEs78s=,A00000281808,1,1,0.498,13.86,9.62,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_011,ONAQ_011.basePlot.cfc,distributed,M+OBob9eRM2x+e0UgGJd0K30Zs0jHNycy9XWglZuZF0=,A00000281629,1,1,0.495,4.35,9.73,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_011,ONAQ_011.basePlot.cfc,distributed,M+OBob9eRM2x+e0UgGJd0M9OMfbaQgTk6neN3+1fcgU=,A00000281802,1,1,0.479,3.98,9.41,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_015,ONAQ_015.basePlot.cfc,distributed,M+OBob9eRM2hpiph5gvh0ZYbLIOP4XhQcWfsx93uP68=,A00000281811,1,1,0.481,9.43,12.12,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,ONAQ,cfc_lignin,2021,ONAQ,ONAQ_015,ONAQ_015.basePlot.cfc,distributed,M+OBob9eRM2hpiph5gvh0d8tMy4VGtKlQ8Uh7B4Lyys=,A00000281812,1,1,0.472,11.93,13.22,2021,2021,number,gram,percent,percent,NA,NA
