uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSamplePrepMethod,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyStatus,canopyPosition,leafSamplePosition,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,previousPolygon,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
285735b4-ae9e-416b-bfbd-b7d2df26896f,DELA_009.basePlot.cfc,D08,DELA,DELA_009,distributed,woodyWetlands,WGS84,32.534101,-87.816942,20.2,25.7,0.19,NEON.DOC.001024vK,2024-05-21T14:59:00Z,2024-05-28,OK,NA,Woody individual,line launcher,Nc+HNMhlqfsYE7co1v1sA25DVm10gsyiju/nHRS1Trw=,A00000416258,OK,Nc+HNMhlqfsYE7co1v1sA25DVm10gsyiO79u+GqesAc9aWrfZ+4pgw==,B00000094876,dry ice,OK,NA,NA,NA,NA,NA,NA,Y,05527,NEON.PLA.D08.DELA.05527,LIST2,Liquidambar styraciflua L.,OK,true canopy,Full sun,side of crown,28.6,NA,NA,DELA.05527.2024,high,NA,DELA-2024-polygons,0000-0003-2461-1837,0000-0003-0331-5916,NA,NA,20260106T155549Z,RELEASE-2026,DP1.10026.001,DELA,2024,cfc_fieldData
019f4d22-bbbd-4982-a4f3-53d03c75254a,DELA_009.basePlot.cfc,D08,DELA,DELA_009,distributed,woodyWetlands,WGS84,32.534101,-87.816942,20.2,25.7,0.19,NEON.DOC.001024vK,2024-05-21T14:59:00Z,2024-05-28,OK,NA,Woody individual,line launcher,Nc+HNMhlqftrl3Pim12bQE4aumkzkL+NSFk5wvsYOes=,A00000459206,OK,Nc+HNMhlqftrl3Pim12bQE4aumkzkL+NZhEAtd/mxHBN95qsH9IzRg==,B00000155658,dry ice,OK,NA,NA,NA,NA,NA,NA,Y,05539,NEON.PLA.D08.DELA.05539,CATO6,Carya tomentosa (Lam.) Nutt.,OK,true canopy,Full sun,top of crown,27.6,NA,NA,DELA.05539.2024,high,NA,DELA-2024-polygons,0000-0003-2461-1837,0000-0003-0331-5916,NA,NA,20260106T155549Z,RELEASE-2026,DP1.10026.001,DELA,2024,cfc_fieldData
