uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,sampleCondition,smRemarks,smMeasuredBy,smDataQF,publicationDate,release,dpID,site_download,year_download,source_table
d6923608-795f-4953-a5dc-5f64c601a513,D05,STEI,STEI_060,STEI_060.basePlot.bgc,2020-10-13T14:32:00Z,2020-10-13T14:32:00Z,STEI_060-M-1.5-10-20201013,A00000203126,STEI_060-M-1.5-10-20201013-SM,NEON.DOC.014048vN,M,2020-10-14T19:12:00Z,2020-10-21T16:03:00Z,2.12,12.14,10.68,0.171,0.854,NA,NA,0000-0003-1933-0416,NA,20251217T194046Z,RELEASE-2026,DP1.10086.001,STEI,2020,sls_soilMoisture
7619d814-f55d-44c3-9d5a-e44170159900,D05,STEI,STEI_060,STEI_060.basePlot.bgc,2020-10-13T14:52:00Z,2020-10-13T14:52:00Z,STEI_060-O-29-3-20201013,A00000204431,STEI_060-O-29-3-20201013-SM,NEON.DOC.014048vN,O,2020-10-14T19:16:00Z,2020-10-21T16:04:00Z,2.15,7.12,3.45,2.823,0.262,NA,NA,0000-0003-1933-0416,NA,20251217T194046Z,RELEASE-2026,DP1.10086.001,STEI,2020,sls_soilMoisture
8aa9ab0a-2279-4501-90f7-a22e363253ad,D05,STEI,STEI_060,STEI_060.basePlot.bgc,2020-10-13T15:12:00Z,2020-10-13T15:12:00Z,STEI_060-M-31.5-36.5-20201013,A00000203127,STEI_060-M-31.5-36.5-20201013-SM,NEON.DOC.014048vN,M,2020-10-14T19:08:00Z,2020-10-21T16:04:00Z,2.09,12.09,9.39,0.37,0.73,NA,NA,0000-0003-1933-0416,NA,20251217T194046Z,RELEASE-2026,DP1.10086.001,STEI,2020,sls_soilMoisture
