dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_001,MLBS_001.basePlot.bgc,M,54,4.4585185185185185,3.879814814814815,9.87962962962963,14.814814814814818,1.5462962962962967,9.874074074074073,22.59259259259259,2.357407407407407,2021.1666666666667,2021.1666666666667,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_001,MLBS_001.basePlot.bgc,O,9,4.292222222222222,3.332222222222222,5.044444444444444,24.444444444444443,4.855555555555555,5.044444444444444,20,3.988888888888889,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_002,MLBS_002.basePlot.bgc,M,32,4.2678125,3.638125,9.93125,16.3625,1.665625,9.984375,27.5,2.7625,2021.28125,2021.28125,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_002,MLBS_002.basePlot.bgc,O,34,3.8173529411764706,3.142058823529412,4.888235294117647,29.705882352941178,6.129411764705882,4.876470588235294,43.529411764705884,9.08235294117647,2020.2941176470588,2020.2941176470588,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_003,MLBS_003.basePlot.bgc,M,47,4.3319148936170215,3.8206382978723403,10.025531914893618,14.680851063829788,1.4659574468085108,10.02127659574468,23.829787234042552,2.376595744680851,2021.212765957447,2021.212765957447,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_003,MLBS_003.basePlot.bgc,O,19,4.107368421052632,3.4589473684210525,4.921052631578947,28.42105263157895,5.752631578947368,4.921052631578947,43.1578947368421,8.778947368421054,2019.6842105263158,2019.6842105263158,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_005,MLBS_005.basePlot.bgc,M,37,4.325675675675676,3.649189189189189,9.894594594594594,14.324324324324326,1.4864864864864866,9.902702702702703,22.7027027027027,2.3702702702702703,2021.1081081081081,2021.1081081081081,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_005,MLBS_005.basePlot.bgc,O,29,3.8193103448275862,3.0751724137931036,4.641379310344828,26.551724137931036,5.968965517241379,4.641379310344828,41.37931034482759,9.610344827586207,2020.448275862069,2020.448275862069,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_006,MLBS_006.basePlot.bgc,M,56,4.585535714285714,3.8103571428571428,10.092857142857143,14.107142857142854,1.4035714285714287,10.083928571428572,22.857142857142858,2.2714285714285714,2021.2142857142858,2021.2142857142858,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_006,MLBS_006.basePlot.bgc,O,10,4.764,3.755,4.99,20,4.02,4.97,22,4.42,2018.3,2018.3,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_007,MLBS_007.basePlot.bgc,M,43,4.5455813953488375,3.9404651162790696,10.07906976744186,14.41860465116279,1.4325581395348839,10.086046511627908,23.72093023255814,2.3488372093023258,2021.1860465116279,2021.1860465116279,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_007,MLBS_007.basePlot.bgc,O,26,4.01,3.2603846153846154,4.615384615384615,25.384615384615383,5.811538461538461,4.6269230769230765,37.69230769230769,9.007692307692308,2020.3461538461538,2020.3461538461538,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_061,MLBS_061.basePlot.bgc,M,31,4.025161290322581,3.32741935483871,10.038709677419355,14.193548387096772,1.4129032258064516,10.048387096774194,23.225806451612904,2.3161290322580643,2021.5483870967741,2021.5483870967741,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_061,MLBS_061.basePlot.bgc,O,43,3.7590697674418605,3.0146511627906976,4.837209302325581,28.651162790697676,5.946511627906976,4.841860465116279,46.604651162790695,9.758139534883721,2020.6279069767443,2020.6279069767443,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,MLBS,sls_soilpH,2018-2024,MLBS,MLBS_063,MLBS_063.basePlot.bgc,M,33,4.338484848484849,3.66,10.033333333333333,13.939393939393941,1.3939393939393938,10.027272727272727,20.606060606060606,2.0575757575757576,2021.2424242424242,2021.2424242424242,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
