dpID,site,table,years_available_averaged,siteID,n_raw_records,shapefileAopYear_mean_2018_2024,year_download_mean_2018_2024,shapefileAopYear_mean_2018_2024_unit,year_download_mean_2018_2024_unit
DP1.10026.001,SCBI,cfc_shapefile,2022,SCBI,1,2021,2022,NA,NA
