dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1+8DRCEXNmpWSjV5qZbMY9LVqazJ0eyxCM=,A00000168220,1,6.75,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1/+G3LXOot+I/aiEcK22NJ/pE8Bxa3nEyw=,A00000168662,1,2.39,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1/nNyD40urg7upS8u/nwNcZhGJE8Qb+OT8=,A00000168663,1,2.09,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk19u7Ah7RA0+/Kw6FG+qeG4pgcrg2wR2+lE=,A00000168664,1,3.49,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/Ol10IGwAkvhydsygpMwdV+fvs30ej8Nw=,A00000168653,1,2.86,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/lWAw6u5RwecHlsTdHNwfniGp/88H7nOo=,A00000168651,1,5.59,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/s0alBC4ORxlg5QqEdPINDSi5Eif1YhtE=,A00000168659,1,3.52,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_005,SCBI_005.basePlot.cfc,distributed,HvxvVDlCk1+PJvxtOAh+kigUp20ZCeZaNf6zlqRdpQM=,A00000168652,1,6.67,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_005,SCBI_005.basePlot.cfc,distributed,HvxvVDlCk1+QOKu04rTl9G4h5i8Fhd0rE7caFJpXYuA=,A00000168650,1,3.07,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_010,SCBI_010.basePlot.cfc,distributed,HvxvVDlCk1+ZFcUrkrclmJsBwLjxwpv1jiK7h/z2lfw=,A00000168686,1,2.78,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_010,SCBI_010.basePlot.cfc,distributed,HvxvVDlCk19XvWt6ZGxkD6jiES6Zx6qjBcaN/qWHRKs=,A00000168672,1,4.8,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk1/9Ml6Nk2b18DT/L2vhCxeU/47QNfuT8h4=,A00000168717,1,6.07,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk1/JlVv8hT8atMJGvbz+FpfuTzxycDmAwFw=,A00000168685,1,5.85,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk18Zm6iO3E4wJXSac86LA9LiALYzU05nQho=,A00000168718,1,5.38,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk19Zj9vSHVUUnRVjv/TqTzIA+oXqmekv9KI=,A00000168701,1,7.83,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_016,SCBI_016.basePlot.cfc,distributed,HvxvVDlCk1++9boZqlFMa+uB311PEiue0MlKmLUwiuY=,A00000168637,1,4.95,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_016,SCBI_016.basePlot.cfc,distributed,HvxvVDlCk1+Sue0zwn7n6uNbJNFdQ+aDDiBct6vD7HY=,A00000168640,1,5.17,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_016,SCBI_016.basePlot.cfc,distributed,HvxvVDlCk1/QC9PdvXnPseiksV0D8wB6m/v+x7j21us=,A00000168639,1,1.33,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_016,SCBI_016.basePlot.cfc,distributed,HvxvVDlCk18UXbCpwxdgB0z/LeyHtt4LsAH7YJ8TEbg=,A00000168648,1,7.59,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_017,SCBI_017.basePlot.cfc,distributed,HvxvVDlCk18RYQ2cG7+sBYJHrf4ii77zVjhljsVHrn8=,A00000168665,1,6.69,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_017,SCBI_017.basePlot.cfc,distributed,HvxvVDlCk18eqMlHjorZsFkrMJSkNaIzOxoxEZ0qhOo=,A00000168661,1,4.71,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_017,SCBI_017.basePlot.cfc,distributed,HvxvVDlCk194TDNXZyeHtIuYEHF8SWSgx5hkVQcTWjc=,A00000168642,1,6.02,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_019,SCBI_019.basePlot.cfc,distributed,HvxvVDlCk1/fmI1TS6Fj1pGstDtOS8AmFM6iuXVqaNs=,A00000168670,1,11.52,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_019,SCBI_019.basePlot.cfc,distributed,HvxvVDlCk18gVAqrbRB8g0FfEqpKoa9igp1NgXeb13Q=,A00000168669,1,5.41,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_019,SCBI_019.basePlot.cfc,distributed,HvxvVDlCk19VSdnYnl1QTZDJJDVk69Si358oDgIZskk=,A00000168671,1,7.93,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_019,SCBI_019.basePlot.cfc,distributed,HvxvVDlCk19dsz8nmYLfWTcSSr9nDxCTHb4xCvGfMGo=,A00000168236,1,1.86,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_021,SCBI_021.basePlot.cfc,distributed,HvxvVDlCk197/huPlO1cMDWY1a2IsxYUiXt7hcU3rQc=,A00000168656,1,4.31,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_021,SCBI_021.basePlot.cfc,distributed,HvxvVDlCk19M2tdxCE0fXrFTGHH7hRuDcULpnFCsz4Q=,A00000168647,1,0.69,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_045,SCBI_045.basePlot.cfc,tower,HvxvVDlCk1883DeQw28Mdi9Et56V0P+zgKGbjqAGxiI=,A00000168204,1,8.31,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_045,SCBI_045.basePlot.cfc,tower,HvxvVDlCk19EVGeg9EptEZ7tb+DQ/S81sMdnd3onF5Y=,A00000168188,1,2.98,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_046,SCBI_046.basePlot.cfc,tower,HvxvVDlCk1/C3o5PIvzPtNTFydwRv8Lhup5ofa/TTyM=,A00000168641,1,6.98,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_046,SCBI_046.basePlot.cfc,tower,HvxvVDlCk1/VM9exZ9S2kcRykFscn9Zj5QtyPV9G+g0=,A00000168646,1,8.27,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_046,SCBI_046.basePlot.cfc,tower,HvxvVDlCk1/YQm+ufQnCgcPgYkXNSRP5RPx8T9P2CiY=,A00000168655,1,6.52,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_047,SCBI_047.basePlot.cfc,tower,HvxvVDlCk1/W+F1NJtCuxty08tYzMnkl8f7IevYDegk=,A00000168645,1,7.82,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_047,SCBI_047.basePlot.cfc,tower,HvxvVDlCk18BHiR5BTMBM+0v+/wvIHBUOCXHGtVGPtg=,A00000168660,1,5.46,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_047,SCBI_047.basePlot.cfc,tower,HvxvVDlCk19KJ+MKRTsgNzt5/i068OYGLxVkm6coXv0=,A00000168644,1,2.2,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_049,SCBI_049.basePlot.cfc,tower,HvxvVDlCk1+2a+nQdmFcE1adoIt1yvDWxSO/jZrOJsU=,A00000168654,1,2.28,2022,2022,gram,NA,NA
DP1.10026.001,SCBI,cfc_chemistrySubsampling,2022,SCBI,SCBI_049,SCBI_049.basePlot.cfc,tower,HvxvVDlCk184ZHhh+mYRiOEpWaAzw2fhwnRb/69p/gs=,A00000168649,1,7.7,2022,2022,gram,NA,NA
