dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1+8DRCEXNmpWSjV5qZbMY9LVqazJ0eyxCM=,A00000168220,1,1,0.474,14.06,13.06,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1/+G3LXOot+I/aiEcK22NJ/pE8Bxa3nEyw=,A00000168662,1,1,0.465,1.67,11.16,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk1/nNyD40urg7upS8u/nwNcZhGJE8Qb+OT8=,A00000168663,1,1,0.475,13.61,14.18,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_003,SCBI_003.basePlot.cfc,distributed,HvxvVDlCk19u7Ah7RA0+/Kw6FG+qeG4pgcrg2wR2+lE=,A00000168664,1,1,0.457,9.8,16.29,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/Ol10IGwAkvhydsygpMwdV+fvs30ej8Nw=,A00000168653,1,1,0.495,18.8,15.31,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/lWAw6u5RwecHlsTdHNwfniGp/88H7nOo=,A00000168651,1,1,0.456,3.95,9.14,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_004,SCBI_004.basePlot.cfc,distributed,HvxvVDlCk1/s0alBC4ORxlg5QqEdPINDSi5Eif1YhtE=,A00000168659,1,1,0.485,3.51,12.18,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_005,SCBI_005.basePlot.cfc,distributed,HvxvVDlCk1+PJvxtOAh+kigUp20ZCeZaNf6zlqRdpQM=,A00000168652,1,1,0.487,8.68,12.57,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_005,SCBI_005.basePlot.cfc,distributed,HvxvVDlCk1+QOKu04rTl9G4h5i8Fhd0rE7caFJpXYuA=,A00000168650,1,1,0.477,6.56,11.78,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_010,SCBI_010.basePlot.cfc,distributed,HvxvVDlCk1+ZFcUrkrclmJsBwLjxwpv1jiK7h/z2lfw=,A00000168686,1,1,0.481,11.66,15.05,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_010,SCBI_010.basePlot.cfc,distributed,HvxvVDlCk19XvWt6ZGxkD6jiES6Zx6qjBcaN/qWHRKs=,A00000168672,1,1,0.489,8.87,15.28,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk1/9Ml6Nk2b18DT/L2vhCxeU/47QNfuT8h4=,A00000168717,1,1,0.463,7.19,8.88,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,SCBI,cfc_lignin,2022,SCBI,SCBI_013,SCBI_013.basePlot.cfc,distributed,HvxvVDlCk1/JlVv8hT8atMJGvbz+FpfuTzxycDmAwFw=,A00000168685,1,1,0.47,9.8,11.69,2022,2022,number,gram,percent,percent,NA,NA
