dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_001,STEI_001.basePlot.bgc,M,51,5.525490196078431,4.74235294117647,10.02156862745098,14.117647058823527,1.4098039215686273,10.025490196078431,21.96078431372549,2.1941176470588237,2020.9411764705883,2020.9411764705883,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_001,STEI_001.basePlot.bgc,O,2,5.855,4.970000000000001,4.95,20,4.05,5.05,20,3.95,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_002,STEI_002.basePlot.bgc,M,54,5.368518518518519,4.505740740740741,10.059259259259258,13.333333333333336,1.3333333333333333,10.05,20,1.988888888888889,2020.888888888889,2020.888888888889,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_003,STEI_003.basePlot.bgc,M,55,5.405818181818182,4.482909090909091,10.081818181818182,13.09090909090909,1.3090909090909093,10.081818181818182,20,1.9836363636363636,2020.9636363636364,2020.9636363636364,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_003,STEI_003.basePlot.bgc,O,1,5.36,4.34,5,20,4,5,20,4,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_004,STEI_004.basePlot.bgc,M,54,5.495555555555556,4.641481481481481,10.05,13.333333333333336,1.3314814814814813,10.05,20,1.9962962962962962,2020.888888888889,2020.888888888889,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_008,STEI_008.basePlot.bgc,M,54,5.113148148148148,4.208148148148148,10.079629629629629,13.333333333333336,1.3333333333333333,10.07037037037037,20,1.9907407407407407,2020.888888888889,2020.888888888889,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_021,STEI_021.basePlot.bgc,M,2,5.54,4.9350000000000005,9.850000000000001,15,1.5,9.850000000000001,30,3.05,2022,2022,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_021,STEI_021.basePlot.bgc,O,56,5.653928571428572,4.987321428571429,4.9714285714285715,26.25,5.4375,4.9678571428571425,41.78571428571429,8.610714285714286,2020.9285714285713,2020.9285714285713,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_047,STEI_047.basePlot.bgc,M,55,5.319818181818182,4.460545454545454,10.08,13.27272727272727,1.3272727272727272,10.076363636363636,20,1.9818181818181817,2020.8727272727272,2020.8727272727272,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_053,STEI_053.basePlot.bgc,M,52,5.108076923076923,4.259807692307692,10.85576923076923,13.46153846153846,1.3134615384615382,10.082692307692307,20,1.9846153846153847,2020.923076923077,2020.923076923077,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_059,STEI_059.basePlot.bgc,M,51,4.972745098039216,4.132745098039216,10.058823529411764,13.333333333333334,1.3313725490196076,10.047058823529412,20.784313725490197,2.074509803921569,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_059,STEI_059.basePlot.bgc,O,6,4.245,3.513333333333333,4.333333333333333,20,4.916666666666667,4.333333333333333,30,7.2,2020.5,2020.5,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_060,STEI_060.basePlot.bgc,M,35,4.873428571428572,4.085142857142857,10.082857142857144,13.142857142857144,1.3142857142857145,10.06857142857143,20.571428571428573,2.0428571428571427,2021.2285714285715,2021.2285714285715,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,STEI,sls_soilpH,2018-2024,STEI,STEI_060,STEI_060.basePlot.bgc,O,19,4.138421052631579,3.3105263157894735,4.663157894736842,32.10526315789474,7.073684210526316,4.657894736842105,48.421052631578945,10.736842105263158,2020.421052631579,2020.421052631579,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
