dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_001,BLAN_001.basePlot.cfc,distributed,9bPqo9r3ZrMXiGzhQUFAf65blklU+T3dP3ienEDQrHU=,NA,1,4.35,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_001,BLAN_001.basePlot.cfc,distributed,9bPqo9r3ZrPBA5iK9E1n2ts21cQAsTmxsBybbGZR2AU=,NA,1,5.28,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_003,BLAN_003.basePlot.cfc,distributed,9bPqo9r3ZrPVekffnzp8zQJqybz5Src1qoUuM2P/8ds=,NA,1,5.25,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_004,BLAN_004.basePlot.cfc,distributed,9bPqo9r3ZrN99L6yMGCD2gTtZ+99HgHKlZ9SrYijL8E=,NA,1,8.76,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_004,BLAN_004.basePlot.cfc,distributed,9bPqo9r3ZrNKBQJ6HsoC4TGiO2QF5gZSIMK2YUcWTdY=,NA,1,4.59,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_004,BLAN_004.basePlot.cfc,distributed,9bPqo9r3ZrNfc3R7B0/GWgKLalj5FVhI5n/rIQjmRQ0=,NA,1,8.21,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_005,BLAN_005.basePlot.cfc,distributed,9bPqo9r3ZrOMKxEfhtrPDDr/S6SUT+UGfDonyCdqvw4=,NA,1,9.17,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_005,BLAN_005.basePlot.cfc,distributed,9bPqo9r3ZrOYXhSj0CWw9zv8PTEWbOIEgq0hllUNSlE=,NA,1,7.18,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_005,BLAN_005.basePlot.cfc,distributed,9bPqo9r3ZrP7pI0oKq6JGk8pN9rQPd55vFRSd81B+aI=,NA,1,8.56,2020,2020,gram,NA,NA
DP1.10026.001,BLAN,cfc_chemistrySubsampling,2020,BLAN,BLAN_005,BLAN_005.basePlot.cfc,distributed,9bPqo9r3ZrPBxopufqjMWg350yuJvcGQGUc53AFHufI=,NA,1,7.48,2020,2020,gram,NA,NA
