dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_001,ABBY_001.basePlot.bgc,M,3,129.93333333333334,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_002,ABBY_002.basePlot.bgc,M,2,60.650000000000006,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_002,ABBY_002.basePlot.bgc,O,2,44.1,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_003,ABBY_003.basePlot.bgc,M,3,136.4,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_004,ABBY_004.basePlot.bgc,M,3,107.89999999999999,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_004,ABBY_004.basePlot.bgc,O,1,75.9,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_006,ABBY_006.basePlot.bgc,M,2,52.7,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_006,ABBY_006.basePlot.bgc,O,1,54.2,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_023,ABBY_023.basePlot.bgc,M,2,115.25,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_023,ABBY_023.basePlot.bgc,O,1,60.3,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_061,ABBY_061.basePlot.bgc,M,3,169.53333333333333,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_062,ABBY_062.basePlot.bgc,M,3,89.76666666666667,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_063,ABBY_063.basePlot.bgc,M,2,149.65,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_063,ABBY_063.basePlot.bgc,O,1,59.2,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_070,ABBY_070.basePlot.bgc,M,3,105.23333333333333,2022,2022,gram,NA,NA
DP1.10086.001,ABBY,sls_bgcSubsampling,2018-2024,ABBY,ABBY_070,ABBY_070.basePlot.bgc,O,1,57.1,2022,2022,gram,NA,NA
