dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_001,JORN_001.basePlot.bgc,22,0.0225,1.1,0.1631,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_002,JORN_002.basePlot.bgc,18,0.017555555555555553,1,0.34638888888888886,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_003,JORN_003.basePlot.bgc,21,0.017157894736842105,1.0526315789473684,0.2055,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_004,JORN_004.basePlot.bgc,22,0.027142857142857142,1.1428571428571428,0.3916842105263158,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_005,JORN_005.basePlot.bgc,18,0.04622222222222222,1,0.15955555555555556,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_006,JORN_006.basePlot.bgc,19,0.01888888888888889,1,0.17457894736842106,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_042,JORN_042.basePlot.bgc,19,0.023555555555555555,1,0.18163157894736842,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_044,JORN_044.basePlot.bgc,22,0.017523809523809525,1.1428571428571428,0.16647368421052633,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_045,JORN_045.basePlot.bgc,18,0.01972222222222222,1,0.16477777777777777,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,JORN_047,JORN_047.basePlot.bgc,24,0.01661904761904762,1.1428571428571428,0.21695238095238095,1.1428571428571428,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,JORN,ntr_externalLab,2018-2024,JORN,NA,JORN,19,0.003777777777777778,1,0.06315789473684211,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
