dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_001,DEJU_001.basePlot.bgc,M,14,1.9892857142857143,11.960714285714285,9.662142857142857,0.30892857142857144,0.7697857142857143,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_001,DEJU_001.basePlot.bgc,O,19,2.0373684210526317,6.748947368421053,4.838947368421053,0.7186315789473684,0.5933684210526315,2019.8947368421052,2019.8947368421052,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_002,DEJU_002.basePlot.bgc,M,15,2.01,10.815333333333333,8.732666666666667,0.3358,0.7603333333333333,2021.2,2021.2,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_002,DEJU_002.basePlot.bgc,O,20,1.9865,6.5265,4.638,0.74075,0.58365,2020,2020,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_006,DEJU_006.basePlot.bgc,M,10,2.1310000000000002,12.07,9.181,0.5205,0.7097,2020,2020,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_006,DEJU_006.basePlot.bgc,O,27,1.9592592592592593,6.640740740740741,4.912962962962963,0.7051111111111111,0.6297407407407407,2020.888888888889,2020.888888888889,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_009,DEJU_009.basePlot.bgc,M,11,2.0109090909090908,11.944545454545455,8.487272727272728,0.569,0.65309090909090906,2020.2727272727273,2020.2727272727273,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_009,DEJU_009.basePlot.bgc,O,27,1.9596296296296296,6.684074074074074,3.9833333333333334,1.486111111111111,0.4272592592592593,2020.888888888889,2020.888888888889,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_014,DEJU_014.basePlot.bgc,M,13,1.9561538461538461,12.052307692307693,8.878461538461538,0.5484615384615384,0.6853846153846154,2020.7692307692307,2020.7692307692307,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_014,DEJU_014.basePlot.bgc,O,26,1.945,6.530384615384615,4.267307692307693,1.1483076923076923,0.5122307692307693,2020.7692307692307,2020.7692307692307,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_015,DEJU_015.basePlot.bgc,M,10,2.03,11.098,9.337,0.2412,0.8072,2020,2020,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_015,DEJU_015.basePlot.bgc,O,27,1.9718518518518517,6.705555555555556,4.276296296296296,1.1363703703703705,0.4908148148148148,2020.888888888889,2020.888888888889,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_045,DEJU_045.basePlot.bgc,M,15,1.8386666666666667,11.992666666666667,9.606666666666667,0.3264666666666667,0.7647333333333334,2021.2,2021.2,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_045,DEJU_045.basePlot.bgc,O,22,2.0945454545454547,6.920454545454545,5.288571428571428,0.5218095238095238,0.6732380952380952,2020.2727272727273,2020.2727272727273,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_046,DEJU_046.basePlot.bgc,M,12,1.9416666666666667,10.73,8.148333333333333,0.4429166666666667,0.7076666666666667,2020.5,2020.5,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_046,DEJU_046.basePlot.bgc,O,27,2.1555555555555554,6.8896296296296295,4.731481481481482,0.9137037037037037,0.558,2020.888888888889,2020.888888888889,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_047,DEJU_047.basePlot.bgc,M,12,1.9266666666666667,12.056666666666667,9.176666666666666,0.41325,0.7156666666666667,2020.5,2020.5,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_047,DEJU_047.basePlot.bgc,O,27,2.0433333333333334,6.826296296296296,3.97962962962963,1.6934814814814814,0.41633333333333333,2020.888888888889,2020.888888888889,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_048,DEJU_048.basePlot.bgc,M,12,1.7341666666666666,11.825,8.676666666666668,0.4595,0.6874166666666667,2020.5833333333333,2020.5833333333333,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,DEJU,sls_soilMoisture,2018-2024,DEJU,DEJU_048,DEJU_048.basePlot.bgc,O,26,2.175,7.052307692307692,4.87423076923077,0.9891923076923077,0.5611153846153846,2020.7692307692307,2020.7692307692307,gram,gram,gram,gramsPerGram,NA,NA,NA
