dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_001,DEJU_001.basePlot.bgc,M,6,124.63333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_001,DEJU_001.basePlot.bgc,O,3,NA,2018,2018,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_002,DEJU_002.basePlot.bgc,M,6,149.93333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_002,DEJU_002.basePlot.bgc,O,4,33.4,2019.25,2019.25,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_006,DEJU_006.basePlot.bgc,M,6,113.76666666666668,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_006,DEJU_006.basePlot.bgc,O,6,26.133333333333333,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_009,DEJU_009.basePlot.bgc,M,6,104.93333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_009,DEJU_009.basePlot.bgc,O,6,26.266666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_014,DEJU_014.basePlot.bgc,M,6,132.66666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_014,DEJU_014.basePlot.bgc,O,6,16.133333333333333,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_015,DEJU_015.basePlot.bgc,M,5,169.8,2020,2020,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_015,DEJU_015.basePlot.bgc,O,6,18.333333333333332,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_045,DEJU_045.basePlot.bgc,M,6,154.86666666666667,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_045,DEJU_045.basePlot.bgc,O,5,33.85,2020,2020,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_046,DEJU_046.basePlot.bgc,M,6,91.8,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_046,DEJU_046.basePlot.bgc,O,6,29.099999999999998,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_047,DEJU_047.basePlot.bgc,M,6,146.36666666666667,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_047,DEJU_047.basePlot.bgc,O,6,10.866666666666667,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_048,DEJU_048.basePlot.bgc,M,6,107.43333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,DEJU,sls_bgcSubsampling,2018-2024,DEJU,DEJU_048,DEJU_048.basePlot.bgc,O,6,20.8,2020.5,2020.5,gram,NA,NA
