dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_001,HARV_001.basePlot.bgc,M,34,2.1188235294117646,12.186470588235295,9.41529411764706,0.4016176470588235,0.7260588235294118,2020.8235294117646,2020.8235294117646,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_001,HARV_001.basePlot.bgc,O,70,2.116142857142857,6.829285714285715,4.133285714285714,1.5043,0.42928571428571427,2020.7,2020.7,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_002,HARV_002.basePlot.bgc,M,34,2.1026470588235293,12.631470588235294,9.422941176470589,0.47941176470588237,0.694764705882353,2020.8235294117646,2020.8235294117646,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_002,HARV_002.basePlot.bgc,O,72,2.1206944444444447,7.148194444444444,4.110416666666667,1.8576666666666666,0.38366666666666666,2020.9583333333333,2020.9583333333333,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_004,HARV_004.basePlot.bgc,M,32,2.12125,12.2309375,8.633125,0.5661875,0.6491875,2020.625,2020.625,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_004,HARV_004.basePlot.bgc,O,70,2.1155714285714287,7.102714285714286,3.946142857142857,1.9560857142857142,0.36384285714285713,2020.7,2020.7,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_005,HARV_005.basePlot.bgc,M,34,2.12,12.571176470588235,8.799117647058823,0.5922647058823529,0.641235294117647,2020.8235294117646,2020.8235294117646,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_005,HARV_005.basePlot.bgc,O,71,2.1104225352112675,7.063802816901409,3.879154929577465,2.109661971830986,0.3561267605633803,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_013,HARV_013.basePlot.bgc,M,32,2.1090625,12.5278125,10.5078125,0.28640625,0.7974375,2020.625,2020.625,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HARV,sls_soilMoisture,2018-2024,HARV,HARV_013,HARV_013.basePlot.bgc,O,62,2.1140322580645163,7.0364516129032255,4.336612903225807,1.4528387096774193,0.4479193548387097,2020.467741935484,2020.467741935484,gram,gram,gram,gramsPerGram,NA,NA,NA
