uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
df1a54ff-dce5-4a03-afb3-4c557718b1eb,D04,GUAN,2018-07-03,2018-07-03,GUAN-20180703-BREF1,GUAN-20180703-BREF1-A,B00000005785,GUAN-20180703-BREF1-B,B00000005795,GUAN-20180703-BREF1-C,B00000005879,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
904ea117-3207-4c44-990a-2d5e8dfd8f60,D04,GUAN,2018-07-04,2018-07-04,GUAN-20180704-BREF1,GUAN-20180704-BREF1-A,B00000005918,GUAN-20180704-BREF1-B,B00000005928,GUAN-20180704-BREF1-C,B00000005763,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
fadef760-9447-480a-b875-c7faa0e40d8d,D04,GUAN,2018-07-05,2018-07-05,GUAN-20180705-BREF1,GUAN-20180705-BREF1-A,B00000005762,GUAN-20180705-BREF1-B,B00000005772,GUAN-20180705-BREF1-C,B00000005782,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
e7a9928d-e41e-4ec4-a8b3-ea452418d585,D04,GUAN,2018-07-06,2018-07-06,GUAN-20180706-BREF1,GUAN-20180706-BREF1-A,B00000005886,GUAN-20180706-BREF1-B,B00000005792,GUAN-20180706-BREF1-C,B00000005915,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
7361ec3f-2e17-4dc2-a7ae-66c026f78d1c,D04,GUAN,2018-07-17,2018-07-17,GUAN-20180717-BREF1,GUAN-20180717-BREF1-A,B00000005884,GUAN-20180717-BREF1-B,B00000005800,GUAN-20180717-BREF1-C,B00000005790,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
40559390-8695-494f-8d3a-6355de85129c,D04,GUAN,2018-07-18,2018-07-18,GUAN-20180718-BREF1,GUAN-20180718-BREF1-A,B00000005882,GUAN-20180718-BREF1-B,B00000005892,GUAN-20180718-BREF1-C,B00000005902,NA,NA,20251217T193833Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
66627306-c5d2-46da-9050-7b24554ed002,D04,GUAN,2018-09-25,2018-09-25,GUAN-20180925-BREF1,GUAN-20180925-BREF1-A,B00000012895,GUAN-20180925-BREF1-B,B00000012897,GUAN-20180925-BREF1-C,B00000012894,NA,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
34acce8d-c9ac-48a7-ac7c-583c1194caba,D04,GUAN,2018-09-26,2018-09-26,GUAN-20180926-BREF1,GUAN-20180926-BREF1-A,B00000012904,GUAN-20180926-BREF1-B,B00000012901,GUAN-20180926-BREF1-C,B00000012903,NA,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
163fb17a-4209-478d-b8d2-30bba21da32f,D04,GUAN,2018-09-27,2018-09-27,GUAN-20180927-BREF1,GUAN-20180927-BREF1-A,B00000005634,GUAN-20180927-BREF1-B,B00000005633,GUAN-20180927-BREF1-C,B00000005632,NA,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
a2598c05-8c1b-428e-8608-b641df2700d3,D04,GUAN,2018-09-28,2018-09-28,GUAN-20180928-BREF1,GUAN-20180928-BREF1-A,B00000005625,GUAN-20180928-BREF1-B,B00000005624,GUAN-20180928-BREF1-C,B00000005623,NA,NA,20251217T194032Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
e136ac49-455f-40b4-b46d-20f00478b67a,D04,GUAN,2018-10-08,2018-10-08,GUAN-20181008-BREF1,GUAN-20181008-BREF1-A,B00000005615,GUAN-20181008-BREF1-B,B00000005616,GUAN-20181008-BREF1-C,B00000005617,NA,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
c8a2a934-88dd-4fc0-b6d4-6a54cb2673f4,D04,GUAN,2018-10-09,2018-10-09,GUAN-20181009-BREF1,GUAN-20181009-BREF1-A,B00000005859,GUAN-20181009-BREF1-B,B00000005815,GUAN-20181009-BREF1-C,B00000005824,NA,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
90cc6685-2043-4978-b097-c8964bfdddf4,D04,GUAN,2018-10-10,2018-10-10,GUAN-20181010-BREF1,GUAN-20181010-BREF1-A,B00000005825,GUAN-20181010-BREF1-B,B00000005858,GUAN-20181010-BREF1-C,B00000005826,NA,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
8ba58dbe-3428-432c-8d0b-500e1e54fa34,D04,GUAN,2018-10-11,2018-10-11,GUAN-20181011-BREF1,GUAN-20181011-BREF1-A,B00000005828,GUAN-20181011-BREF1-B,B00000005827,GUAN-20181011-BREF1-C,B00000005829,NA,NA,20251217T193927Z,RELEASE-2026,DP1.10086.001,GUAN,2018,ntr_internalLabBlanks
