uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
9cfd3d24-3840-4fc7-81d2-8a91fac2b881,D06,KONZ,2022-07-12,2022-07-12,KONZ-20220712-BREF2,KONZ-20220712-BREF2-A,B00000083640,KONZ-20220712-BREF2-B,B00000083641,KONZ-20220712-BREF2-C,B00000083643,NA,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
ea3a8011-cd1b-4df0-a63e-2b4e2584baa4,D06,KONZ,2022-07-14,2022-07-14,KONZ-20220714-BREF2,KONZ-20220714-BREF2-A,B00000085092,KONZ-20220714-BREF2-B,B00000085091,NA,NA,NA,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
6771e31d-45d6-4a3b-8c3e-3bdfb7781a29,D06,KONZ,2022-07-15,2022-07-15,KONZ-20220715-BREF2,KONZ-20220715-BREF2-A,B00000085094,KONZ-20220715-BREF2-B,B00000085095,NA,NA,NA,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
04366e24-772f-4353-994e-69fda81dcb58,D06,KONZ,2022-04-19,2022-04-19,KONZ-20220419-BREF1,KONZ-20220419-BREF1-A,B00000083588,KONZ-20220419-BREF1-B,B00000083608,KONZ-20220419-BREF1-C,B00000083630,NA,NA,20251217T193614Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
3eea9a12-416c-4145-92c2-e05d7564163f,D06,KONZ,2022-04-20,2022-04-20,KONZ-20220420-BREF1,KONZ-20220420-BREF1-A,B00000083587,KONZ-20220420-BREF1-B,B00000083651,KONZ-20220420-BREF1-C,B00000083631,NA,NA,20251217T193614Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
49be2e7f-1773-4221-bd72-95852dd413a4,D06,KONZ,2022-04-22,2022-04-22,KONZ-20220422-BREF1,KONZ-20220422-BREF1-A,B00000083626,KONZ-20220422-BREF1-B,B00000083633,NA,NA,NA,NA,20251217T193614Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
7e9470f0-6fa5-4d9d-ba94-967dbf04f886,D06,KONZ,2022-05-10,2022-05-10,KONZ-20220510-BREF1,KONZ-20220510-BREF1-A,B00000083574,KONZ-20220510-BREF1-B,B00000083585,KONZ-20220510-BREF1-C,B00000083594,NA,NA,20251217T193835Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
55b1b6d1-6985-4392-a6c1-a8000c2e126b,D06,KONZ,2022-05-11,2022-05-11,KONZ-20220511-BREF1,KONZ-20220511-BREF1-A,B00000083618,KONZ-20220511-BREF1-B,B00000083600,KONZ-20220511-BREF1-C,B00000083619,NA,NA,20251217T193835Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
97c3f850-0e38-4564-bede-3c43613178ba,D06,KONZ,2022-08-02,2022-08-02,KONZ-20220802-BREF2,KONZ-20220802-BREF2-A,B00000085109,KONZ-20220802-BREF2-B,B00000085110,KONZ-20220802-BREF2-C,B00000085111,NA,NA,20251217T194018Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
0a6e5583-6a2f-45a0-a061-85a93c18e897,D06,KONZ,2022-08-03,2022-08-03,KONZ-20220803-BREF2,KONZ-20220803-BREF2-A,B00000085130,KONZ-20220803-BREF2-B,B00000085129,KONZ-20220803-BREF2-C,B00000085128,NA,NA,20251217T194018Z,RELEASE-2026,DP1.10086.001,KONZ,2022,ntr_internalLabBlanks
