dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_001,OSBS_001.basePlot.bgc,M,3,263.76666666666665,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_001,OSBS_001.basePlot.bgc,O,2,80.19999999999999,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_002,OSBS_002.basePlot.bgc,M,3,285.93333333333334,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_003,OSBS_003.basePlot.bgc,M,3,261.76666666666665,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_003,OSBS_003.basePlot.bgc,O,2,75.15,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_004,OSBS_004.basePlot.bgc,M,3,272.5,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_005,OSBS_005.basePlot.bgc,O,3,104.9,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_026,OSBS_026.basePlot.bgc,M,3,285.5333333333333,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_027,OSBS_027.basePlot.bgc,M,3,279.23333333333335,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_029,OSBS_029.basePlot.bgc,M,3,292.3333333333333,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_031,OSBS_031.basePlot.bgc,M,3,285.1333333333333,2021,2021,gram,NA,NA
DP1.10086.001,OSBS,sls_bgcSubsampling,2018-2024,OSBS,OSBS_063,OSBS_063.basePlot.bgc,M,3,295.8666666666667,2021,2021,gram,NA,NA
