dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,n_raw_records,d15N_mean_2018_2024,organicd13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,organicCPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,organicd13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,organicCPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_001,WOOD_001.basePlot.bgc,distributed,6,6.966666666666667,-22.3,0.37333333333333335,3.8633333333333333,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_002,WOOD_002.basePlot.bgc,distributed,6,7.833333333333333,-22.033333333333335,0.41333333333333333,5.886666666666667,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_003,WOOD_003.basePlot.bgc,distributed,8,7.15,-21.25,0.3525,4.4475,NA,1.25,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_004,WOOD_004.basePlot.bgc,distributed,6,7.233333333333333,-23.933333333333334,0.39666666666666667,5.3533333333333335,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_005,WOOD_005.basePlot.bgc,distributed,6,5.933333333333334,-19.3,0.24333333333333335,1,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_024,WOOD_024.basePlot.bgc,distributed,7,5.575,-25.425,1.1575,16.95,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_042,WOOD_042.basePlot.bgc,tower,6,6.9,-23.2,0.3433333333333333,3.81,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_043,WOOD_043.basePlot.bgc,tower,6,7.033333333333333,-21.933333333333334,0.43,3.723333333333333,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_044,WOOD_044.basePlot.bgc,tower,6,6.766666666666667,-20.433333333333334,0.3,3.046666666666667,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,WOOD,sls_soilChemistry,2018-2024,WOOD,WOOD_045,WOOD_045.basePlot.bgc,tower,8,4.7,-17.95,0.6475,6.1375,NA,1.25,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
