dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_001,OSBS_001.basePlot.cfc,distributed,AU8RPrEDsn46MGM8xPZVW4C9i47UwNBDmCY5zHCrSYE=,A00000316459,1,-3.3,-30.3,1.26,52.86,41.9,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_001,OSBS_001.basePlot.cfc,distributed,AU8RPrEDsn5czm+F9CFovrj0esb146mOh/TdgYNQO2Y=,A00000316457,1,-1.6,-28.7,1.15,51.53,44.6,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_001,OSBS_001.basePlot.cfc,distributed,AU8RPrEDsn6eWgJSslldzClAdmRA5bZFBGaQsO4qhQc=,A00000316405,1,-0.3,-28.8,1.39,50.62,36.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_001,OSBS_001.basePlot.cfc,distributed,AU8RPrEDsn71mJc3348pJ2cWiAIRhKOfD8RZjTvpzx8=,A00000316458,1,-3.2,-28.1,1.28,52.86,41.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_002,OSBS_002.basePlot.cfc,distributed,AU8RPrEDsn4xY1xhsO8Yc3SjPEA+dD3mNt4n4Iv2gf0=,A00000316456,1,-3.7,-27.8,0.78,51.33,65.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_003,OSBS_003.basePlot.cfc,distributed,AU8RPrEDsn6LOOSV+TnpetiIvCb+5TMCWHGeF84jv/U=,A00000316453,1,-3.4,-29.6,1.67,51.4,30.7,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_003,OSBS_003.basePlot.cfc,distributed,AU8RPrEDsn74ORFRNmvzbqwVKFtwljjm2evEsYGUrFc=,A00000316454,1,-2.5,-28.7,1.41,52.25,37.1,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_004,OSBS_004.basePlot.cfc,distributed,AU8RPrEDsn6WJZQ36cIn2GyEsMSeDbqIf4l3i04wP3Y=,A00000316452,1,2.5,-31.6,1.29,49.71,38.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_005,OSBS_005.basePlot.cfc,distributed,AU8RPrEDsn68kRhcWY8dYSwh4+eCT/wwxzvtR92MTSs=,A00000316451,2,1.2,-27.1,1.23,53.195,43.25,1.5,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_007,OSBS_007.basePlot.cfc,distributed,AU8RPrEDsn5x1ycTGw8Ioy+EVy75K2Ovb1jnIk9AfdQ=,A00000316450,1,-2.6,-29.7,1.12,51.8,46.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_007,OSBS_007.basePlot.cfc,distributed,AU8RPrEDsn7f72vWzZu8eFogCyDeLf1AxYXblqJ6XcU=,A00000316449,1,-3.3,-28.8,1.39,51.92,37.3,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_008,OSBS_008.basePlot.cfc,distributed,AU8RPrEDsn5hpAvum0jHhKWGmsXm/l6GA2bEo758IlY=,A00000316455,1,-2.2,-29.8,1.15,52.41,45.5,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_009,OSBS_009.basePlot.cfc,distributed,AU8RPrEDsn4sItZpwvSsGaSoB2zug8vkeC/DXJRUvH4=,A00000316446,1,0.7,-28.5,1.45,51.77,35.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_009,OSBS_009.basePlot.cfc,distributed,AU8RPrEDsn5m2LuhpQJYg65iJCzK2qGto5uFcJvx1RE=,A00000316447,1,1.8,-28.2,1.42,52.21,36.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,OSBS,cfc_carbonNitrogen,2021,OSBS,OSBS_009,OSBS_009.basePlot.cfc,distributed,AU8RPrEDsn5peFNdlc9HevTzVrTchA93JVikHtVm8zI=,A00000316467,1,-3.2,-29.6,1.15,53.59,46.8,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
