dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_001,STEI_001.basePlot.bgc,M,56,2.1142857142857143,12.190178571428572,9.39482142857143,0.4171607142857143,0.7223214285714286,2021.0357142857142,2021.0357142857142,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_001,STEI_001.basePlot.bgc,O,2,2.1100000000000003,7.115,5.109999999999999,0.7015,0.5995,2019,2019,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_002,STEI_002.basePlot.bgc,M,60,2.1115,12.1525,10.009166666666667,0.2753333333333333,0.7864666666666666,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_003,STEI_003.basePlot.bgc,M,63,2.106984126984127,12.15079365079365,10.486349206349207,0.20257142857142857,0.8341904761904761,2021.095238095238,2021.095238095238,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_003,STEI_003.basePlot.bgc,O,1,2.15,7.14,5.05,0.721,0.581,2019,2019,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_004,STEI_004.basePlot.bgc,M,60,2.1108333333333333,12.169833333333333,10.427666666666667,0.21331666666666668,0.8267333333333333,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_008,STEI_008.basePlot.bgc,M,60,2.1135,12.174,10.771666666666667,0.16526666666666667,0.8605333333333334,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_021,STEI_021.basePlot.bgc,M,4,2.1075,12.065,6.1925,2.36475,0.41175,2022,2022,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_021,STEI_021.basePlot.bgc,O,63,2.1146031746031744,7.776825396825397,3.221111111111111,4.509301587301588,0.19520634920634922,2021.047619047619,2021.047619047619,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_047,STEI_047.basePlot.bgc,M,64,2.10796875,12.169375,10.168125,0.255984375,0.800921875,2021.03125,2021.03125,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_053,STEI_053.basePlot.bgc,M,61,2.104754098360656,12.186229508196721,9.997540983606557,0.28922950819672133,0.7830819672131147,2021.0819672131147,2021.0819672131147,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_059,STEI_059.basePlot.bgc,M,60,2.110333333333333,12.177833333333334,9.785666666666666,0.3302,0.7626333333333334,2021.15,2021.15,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_059,STEI_059.basePlot.bgc,O,6,2.131666666666667,8.035,4.28,1.7905,0.3635,2020.5,2020.5,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_060,STEI_060.basePlot.bgc,M,41,2.115609756097561,12.203414634146341,9.959999999999999,0.315,0.7779024390243903,2021.341463414634,2021.341463414634,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,STEI,sls_soilMoisture,2018-2024,STEI,STEI_060,STEI_060.basePlot.bgc,O,22,2.1245454545454545,7.367727272727273,3.5827272727272725,3.2768636363636365,0.2838636363636364,2020.6363636363637,2020.6363636363637,gram,gram,gram,gramsPerGram,NA,NA,NA
