uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
32e509c6-1df5-451d-b26d-23bb9c48c3c7,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5zQpITFlQ9eZCP13+CMJkG05NaXSHGeIhs=,A00000005671,xIqeKa1cF5zQpITFlQ9eZCP13+CMJkG0GYK9SJdpVqecRaWd2IN0lQ==,A00000005788,2018-04-24T12:12:00Z,2018-06-22,1,0.501,8.5,23.75,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
5116cc30-4016-4e3d-95e0-bc79829b6acb,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=,A00000007222,xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm+McOfQnrNiY=,A00000005789,2018-04-24T12:50:00Z,2018-06-22,1,0.495,11.44,25.06,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
6e79fb0b-18d3-46ec-85e4-e196cb2cb1dd,GUAN_002.basePlot.cfc,D04,GUAN,GUAN_002,distributed,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=,A00000007235,xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSPbgEC71ARkY=,A00000005793,2018-04-24T13:16:00Z,2018-06-22,1,0.513,9.6,18.15,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
ba1c6699-3a74-4fe1-aca2-dd20fa7b752b,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=,A00000007244,xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQF68pyLK3xfk=,A00000005777,2018-04-24T15:54:00Z,2018-06-21,1,0.527,23.61,19.25,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
4a5720fd-af43-4043-93d1-6ead47eb87cf,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=,A00000007259,xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTT7VJwL1nOCw=,A00000005780,2018-04-24T16:16:00Z,2018-06-21,1,0.531,10.08,15.92,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
a16942ca-897d-48bf-b78e-b9ddc16027fe,GUAN_008.basePlot.cfc,D04,GUAN,GUAN_008,distributed,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=,A00000007260,xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLaIixv0feLXbTI5SVQntVdg==,A00000005781,2018-04-24T16:54:00Z,2018-06-21,1,0.505,19.46,20.91,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
2859c6c4-2cbb-4b21-8849-04e0cc91ec71,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=,A00000007245,xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNrERnm/AYZAH8=,A00000005795,2018-04-25T11:21:00Z,2018-06-20,1,0.523,11,17.83,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
5a00484b-db5e-4b13-a8b0-dd93c5422af8,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=,A00000007246,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PDB47PkkobvM=,A00000005803,2018-04-25T11:55:00Z,2018-06-20,1,0.519,9.81,27.11,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
1499c708-45db-470f-a8d4-ec86b1ebe5ae,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=,A00000007246,xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PDB47PkkobvM=,A00000005803,2018-04-25T11:55:00Z,2018-06-20,2,0.503,9.22,25.72,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
eb968bb6-b143-4630-8848-71543b8ffbb8,GUAN_042.basePlot.cfc,D04,GUAN,GUAN_042,tower,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=,A00000007262,xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25R+dwhL0kw70=,A00000005805,2018-04-25T12:28:00Z,2018-06-20,1,0.513,20.72,19.56,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
571fadf6-bf4b-4c57-b155-3c4d134dadb2,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=,A00000007268,xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUyU4TpsXZZvA=,A00000005809,2018-04-25T13:35:00Z,2018-06-20,1,0.565,12.63,11.99,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
4970859d-2ebb-441f-a8cb-bab3968de6d4,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVrIuoCA+G6II=,A00000007266,xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVfy3D+IQMiE8isAVtn7p67A==,A00000005830,2018-04-25T13:53:00Z,2018-06-20,1,0.536,24.92,24.56,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
1a59872f-829a-4c43-a5c1-2bfc2657175f,GUAN_043.basePlot.cfc,D04,GUAN,GUAN_043,tower,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyc4ZEAXKyFt4=,A00000007267,xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyjrjiDrG7hg13FiQGc4bv2w==,A00000005798,2018-04-25T14:27:00Z,2018-06-20,1,0.464,31.38,18.37,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
50cdc5ee-f2c7-48ca-a2bd-cde6c8fc4d32,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=,A00000007263,xIqeKa1cF5wwrIuSv422hnj6XHplVzshDCQB4NCwfW0=,A00000005841,2018-04-26T11:30:00Z,2018-06-22,1,0.537,16.17,15.53,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
c80caa89-506c-452a-94b1-f9fd26755684,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=,A00000007265,xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrpQGJaVVmzSQ=,A00000005835,2018-04-26T11:58:00Z,2018-06-22,1,0.52,12.69,29.99,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
ea3a8976-6a91-4f19-80b0-8befd8c6dd49,GUAN_004.basePlot.cfc,D04,GUAN,GUAN_004,distributed,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=,A00000007264,xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+U5Mx452P5O4=,A00000005838,2018-04-26T12:56:00Z,2018-06-22,1,0.515,13.27,19.81,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
8706628b-0a12-4068-a13b-1a874e21f78a,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=,A00000007249,xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbOVww068UlSXV7URiJZd+P6w==,A00000005832,2018-04-26T14:36:00Z,2018-06-22,1,0.566,7.39,23.95,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
fe11dadc-fa1d-45e6-aeeb-9a6e305dd533,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=,A00000007250,xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyPPYyXpbULHg=,A00000005827,2018-04-26T14:55:00Z,2018-06-22,1,0.488,5.03,22.45,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
c1524d5a-9236-483c-b38a-55c31cc43117,GUAN_001.basePlot.cfc,D04,GUAN,GUAN_001,distributed,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=,A00000007251,xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCYSP8pj5r670=,A00000005823,2018-04-26T15:30:00Z,2018-06-22,1,0.474,11.77,28.77,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
271d8d53-abf9-4f3b-8d63-c6772d023cfc,GUAN_007.basePlot.cfc,D04,GUAN,GUAN_007,distributed,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=,A00000005672,xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3kDUEjrmaSQMuJZD2vbXuIg==,A00000005859,2018-04-27T11:05:00Z,2018-06-21,1,0.499,16.79,17.75,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20260106T154248Z,RELEASE-2026,DP1.10026.001,GUAN,2018,cfc_lignin
