dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_001,UNDE_001.basePlot.cfc,distributed,WnrB9gmiM7JARQ4DPoqVctAcrt0xjY+36pHOI8OX5k0=,A00000455512,1,-5.4,-29.7,0.9,48.4,53.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_001,UNDE_001.basePlot.cfc,distributed,WnrB9gmiM7JVXy2ztx2ssTo+vW81mY8qiTb00eeMsMI=,A00000455508,1,-7.5,-25.9,1.32,45.77,34.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_001,UNDE_001.basePlot.cfc,distributed,WnrB9gmiM7K0gJpnhEYKnGp3zhxBjhUI/JaCc3i8Zso=,A00000455524,1,-1.6,-23.3,2.85,42.6,15,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_001,UNDE_001.basePlot.cfc,distributed,WnrB9gmiM7KE42ljwWfLWitN1Xoj1pgf51DqXPCl7Yk=,NA,1,-6.3,-28.6,1.91,46.08,24.2,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_001,UNDE_001.basePlot.cfc,distributed,WnrB9gmiM7KE42ljwWfLWm+6MzgX8Bcy4G+d72HHj7c=,A00000455555,1,-8.3,-26.1,1.14,48.39,42.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_002,UNDE_002.basePlot.cfc,distributed,WnrB9gmiM7I5b3pOjDIBJuuTZbtzya3hZ1JUady3ZMY=,NA,1,-6.9,-30.1,1.67,48.21,28.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_002,UNDE_002.basePlot.cfc,distributed,WnrB9gmiM7JhOf5uXu8dsXAzf2dQTZ/K+03fx+t58hU=,NA,2,-1.45,-29.25,2.71,48.72,18,1.5,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_003,UNDE_003.basePlot.cfc,distributed,WnrB9gmiM7IMhAxHVNTZfudlDxAZKXJHsrbwBscbCgM=,A00000455540,1,-1.7,-28.5,2.2,50.81,23.1,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_003,UNDE_003.basePlot.cfc,distributed,WnrB9gmiM7IY0vTeo/2ciU7Xy48F3ENDq6cpnkVRnhU=,A00000455572,1,-4.4,-29.4,2.41,47.43,19.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_003,UNDE_003.basePlot.cfc,distributed,WnrB9gmiM7J2iXXyXFMl3ThAIePwl82x7paul32GQUc=,NA,1,-3.6,-28.7,2.76,46.19,16.7,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_003,UNDE_003.basePlot.cfc,distributed,WnrB9gmiM7J2iXXyXFMl3YmYx7paHlkPOJnspzOEoto=,A00000455556,1,-2.8,-28.8,1.85,46.35,25.1,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_003,UNDE_003.basePlot.cfc,distributed,WnrB9gmiM7KQPd64Fag0gghD9T0Q7TwXAcGjGGSPIbY=,A00000455522,1,-0.6,-24.8,2.88,46.39,16.1,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_006,UNDE_006.basePlot.cfc,distributed,WnrB9gmiM7L9n4zA3ZXk0wZQVfbKXThRqWIebyIUv1M=,NA,1,-3.1,-27.2,1.99,47.1,23.7,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_006,UNDE_006.basePlot.cfc,distributed,WnrB9gmiM7L9qaa4A1DE1mWRmW2/scZVknzQp0VxHow=,NA,1,0.6,-30.5,2.6,46.44,17.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_008,UNDE_008.basePlot.cfc,distributed,WnrB9gmiM7Iqw7uk/lk6dkUJRdkmp+HKkkCmqd3lpSQ=,A00000455502,1,-0.8,-30.2,2.61,51,19.5,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_008,UNDE_008.basePlot.cfc,distributed,WnrB9gmiM7Iqw7uk/lk6dnAv+oNRMmT1bNNvO/LTT2A=,NA,1,-0.9,-26,2.52,49.14,19.5,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_008,UNDE_008.basePlot.cfc,distributed,WnrB9gmiM7J523mIxjC5iQJyFzm183Aju9SNLG4wF2c=,A00000455503,1,-1.4,-27,2.99,51.35,17.2,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_008,UNDE_008.basePlot.cfc,distributed,WnrB9gmiM7Jr4FEmVPzVJj+wNohOjPshhygmQPw7JQk=,NA,1,-1.6,-29.4,1.12,47.74,42.5,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_008,UNDE_008.basePlot.cfc,distributed,WnrB9gmiM7Jz1EV/dD385V0EeiKaTx6Mug5wO7eEG8c=,NA,1,-3.6,-28.6,2.07,47.76,23.1,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7I+BvZ8AAiFneTSrkWawV4UMG7389c3xXM=,A00000455570,1,-4.5,-28.1,1.27,50.17,39.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7Ibka+NDUMwnGX4rMm8CV/TZwvw6KhnBOc=,NA,1,-0.4,-25.9,2.6,50.26,19.3,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7Ibka+NDUMwnNkxKtWS2BVRIkJ2xxDPoV0=,A00000455554,1,-0.8,-27.1,2.56,46.87,18.3,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7J58ZgABgg+BHohi9pFHvk292d9ofRCuU4=,A00000455569,1,-1.6,-28.1,2.13,49.95,23.5,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7J79JC2j9HOwhWTxiOQO+YvcD1lo8IaNXg=,NA,1,-6,-30.3,0.79,49.56,62.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7LG7n/8M0sazkfS1H7It3zgkMVGE0ZgDKQ=,NA,1,-5.1,-30.7,0.94,50.2,53.5,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_010,UNDE_010.basePlot.cfc,distributed,WnrB9gmiM7LG7n/8M0sazsemUHWyLpnB8bkL4RsiOnI=,A00000455538,1,-6.7,-27.8,0.87,51.12,58.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_011,UNDE_011.basePlot.cfc,distributed,WnrB9gmiM7IEt4oEuIJtu/LfX8smXiRRRt9Tr3pr884=,A00000455514,1,-5.3,-26.5,1.53,47.11,30.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_011,UNDE_011.basePlot.cfc,distributed,WnrB9gmiM7J7WYvW2wpL4akO9glHVn5vlmS6PEIDXi8=,A00000455506,1,-7.9,-28.7,1.38,48.18,34.9,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_011,UNDE_011.basePlot.cfc,distributed,WnrB9gmiM7KTU20jre6nB1u+wdYl6Nc9xXS66P5BPQw=,NA,1,-7.8,-29.1,0.81,48.46,59.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_011,UNDE_011.basePlot.cfc,distributed,WnrB9gmiM7LWZQDVmUZbpiT0DhWYWPxi4zdasYDlEvo=,A00000455491,1,-7.1,-24.6,1.08,49.49,46,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_011,UNDE_011.basePlot.cfc,distributed,WnrB9gmiM7LWZQDVmUZbpvDzF5EWbcgpfDtJqvsIprA=,A00000455544,1,-7.8,-26.5,0.81,50,61.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7Iu9xAiEWyBuA9qe5F0OOKUywyDK3xcWcQ=,NA,1,-1.5,-30.6,1.18,50.56,42.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7J96MyDYabcUgIRrJ3NnHDw7Pruh5AVjnc=,NA,1,-3,-28.8,2.09,45.36,21.8,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7JLjVdVxJvspDpVPxhRIT1je6M7pDgNgTQ=,A00000455495,1,-1.9,-28.7,1.85,47.59,25.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7K1HFXEJvVsLFNg/6z2TnKvEsGs4QvlPUQ=,A00000455526,1,-5.9,-29.1,1.28,49.58,38.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7LfrguX6EdSQaIQpmUn0MmMbbJu7Sj7llA=,A00000455494,1,-12,-28.1,0.84,48.12,57.5,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7LrAdAqcRZjGAHUAiZTtcwufMou9C0oGQo=,NA,1,-4.6,-29.8,1.5,45.77,30.5,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_012,UNDE_012.basePlot.cfc,distributed,WnrB9gmiM7LrAdAqcRZjGAuM9e9XjXJ0K7thQ7L0vFE=,A00000455510,1,-6.7,-28.1,1.33,48.48,36.6,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7IpemP7BGzNn58IOtY39jEal/kOnAit2vw=,A00000455574,1,0.6,-25.5,3.28,46.46,14.2,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7IpemP7BGzNnxe8P1CPTIPjsCGOCjHrowg=,NA,1,0.5,-30.8,3.31,44.35,13.4,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7K3I2HdsFvERXMnusdUrL3ZwD9s/MsFKv8=,A00000455558,1,-0.8,-30.2,1.49,49.97,33.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7KNQZ5DJflGZzEKKbdJi3674pbxMk1eTrU=,A00000455509,1,-2.5,-25.7,1.88,46.34,24.6,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7LWRQApF/lvpEv9P4QOsLXPwo6vHFolds4=,A00000455525,1,-4.4,-27.8,1.37,46.66,34,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_013,UNDE_013.basePlot.cfc,distributed,WnrB9gmiM7LWRQApF/lvpO5qWwtTlg5xTJR/AJnI8GU=,NA,1,-3.2,-27.8,1.59,46.07,29,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_014,UNDE_014.basePlot.cfc,distributed,WnrB9gmiM7IGbrw8rGLETvA2FKqXGtZgnK7KJzwxECc=,NA,1,-0.3,-31.1,3.26,45.63,14,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_014,UNDE_014.basePlot.cfc,distributed,WnrB9gmiM7JycIzkm/+HI3G9lIM1wUpHW3keJ6uXzpw=,NA,1,-2.5,-27.1,1.99,45.47,22.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_015,UNDE_015.basePlot.cfc,distributed,WnrB9gmiM7J8+KKgV0QMSbxpXMsoobM8aDE3md1zn8w=,NA,1,-4.3,-27.5,0.88,47.71,54.1,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_015,UNDE_015.basePlot.cfc,distributed,WnrB9gmiM7JD3HqzGl84QjVnXsJeiZinFdqxYowJn2c=,NA,1,-3.7,-30.1,0.9,49.58,55.1,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_020,UNDE_020.basePlot.cfc,distributed,WnrB9gmiM7KjwTYHNKYix0s1pMn2M6HucO96ur2+obc=,A00000455515,1,-1.5,-31.2,3.06,48.56,15.9,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7JT007LypGtUPvLp9vUtcWciX2jTwDKq+4=,A00000455513,1,-3.7,-28.3,1.96,48.64,24.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7JsbhQMGveVfxj0b1j/D16fQ2kkA037WD0=,NA,2,-4.8,-28.3,1.08,50.055,46.45,1.5,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7KJHBAN1/lz5ENME+FrY6zKN+kCw5ahelo=,A00000455492,1,-5.5,-30.9,2.22,46.34,20.9,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7KJHBAN1/lz5K1r2bMAk/nO47djhz52+yk=,NA,1,-4.6,-28.8,2.94,46.4,15.8,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7KhecQkNUNsj01BJbBxi9zdXPwVPk+KNeI=,NA,1,-5.3,-27.7,1.66,48.52,29.3,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_037,UNDE_037.basePlot.cfc,tower,WnrB9gmiM7KhecQkNUNsj1iFGtK9TuT+zZlioCdTWHo=,NA,1,-6.3,-25.7,2.3,49.03,21.3,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_038,UNDE_038.basePlot.cfc,tower,WnrB9gmiM7K4rsN2M9GB5CRjiHbGiVR8t0+2S4GL7m8=,A00000455557,1,-2.4,-29.1,2.29,49.39,21.6,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_038,UNDE_038.basePlot.cfc,tower,WnrB9gmiM7KTH+P/AV5LHWAOSEwxthhSU1TcSqAWZSQ=,A00000455541,1,-5.1,-28.4,0.99,49.76,50.3,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_038,UNDE_038.basePlot.cfc,tower,WnrB9gmiM7KZRo9SvLbXgyGM5zK8ukkQTVYU7tOdXDo=,A00000455573,1,-3.2,-28,1.92,49.36,25.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7Ibp7pb6vXoynO1gm/QFA9TbbzsajfeJa4=,A00000455559,1,-2.2,-28.2,1.22,52.29,42.9,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7IeVjy3t6E1q+sfmX5DjuJlYx5VE9psJ+Q=,A00000455575,1,0,-25,3.11,45.75,14.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7IeVjy3t6E1q0/RS8xGUqrxRonELKPB9Xg=,NA,1,1.4,-25.1,2.91,46.38,16,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7KmN8z5JA0LD8CEV3b/8VW7sn51kRyvvTA=,NA,1,-0.7,-28.2,2.5,48.31,19.3,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7KmN8z5JA0LDzlJr9fy5BqAR0NtUK8x3HA=,A00000455511,1,-1.9,-28.2,2.31,50.06,21.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7LRr0xrInv0diV8qhWJY/WwRVlRfjp3EMM=,A00000455542,1,-2.8,-27.9,2.26,50.73,22.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_043,UNDE_043.basePlot.cfc,tower,WnrB9gmiM7LkvBDTDNfPBgXnhvQsy/vla9JsJuw0jrQ=,NA,1,-2.9,-28,2.2,47.71,21.6,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,UNDE,cfc_carbonNitrogen,"2019,2024",UNDE,UNDE_045,UNDE_045.basePlot.cfc,tower,WnrB9gmiM7Iau2UWhPn7A3SqKlCDDZxh4gC4rrCz4fI=,NA,1,-2.4,-27.1,3.76,49.58,13.2,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
