uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
4f392944-32e8-4eb9-86f1-5d2dd8357c93,D01,HARV,2018-07-10,2018-07-10,HARV-20180710-BREF1,HARV-20180710-BREF1-A,B00000006246,HARV-20180710-BREF1-B,B00000006255,HARV-20180710-BREF1-C,B00000006265,NA,NA,20251217T193331Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
47725fb1-a370-42ae-95e0-59629718945a,D01,HARV,2018-07-11,2018-07-11,HARV-20180711-BREF1,HARV-20180711-BREF1-A,B00000006245,HARV-20180711-BREF1-B,B00000006253,HARV-20180711-BREF1-C,B00000006263,NA,NA,20251217T193331Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
41c166fc-8c35-4aea-80aa-3d263c68fdbf,D01,HARV,2018-07-12,2018-07-12,HARV-20180712-BREF1,HARV-20180712-BREF1-A,B00000006249,HARV-20180712-BREF1-B,B00000006254,HARV-20180712-BREF1-C,B00000006260,NA,NA,20251217T193331Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
2fe82033-c6c2-49f3-a4ce-8faa0fa6e977,D01,HARV,2018-07-13,2018-07-13,HARV-20180713-BREF1,HARV-20180713-BREF1-A,B00000006244,HARV-20180713-BREF1-B,B00000006252,HARV-20180713-BREF1-C,B00000006259,NA,NA,20251217T193331Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
ea342caa-c136-4e7a-9ae8-d868f5a8b247,D01,HARV,2018-07-31,2018-07-31,HARV-20180731-BREF1,HARV-20180731-BREF1-A,B00000006242,HARV-20180731-BREF1-B,B00000006243,HARV-20180731-BREF1-C,B00000006241,NA,NA,20251217T193331Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
37ce68b0-40aa-400c-90f5-59731074a45a,D01,HARV,2018-08-01,2018-08-01,HARV-20180801-BREF1,HARV-20180801-BREF1-A,D00000008338,HARV-20180801-BREF1-B,D00000008333,HARV-20180801-BREF1-C,D00000008335,NA,NA,20251217T194013Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
ac6ec9f6-7a46-4dc7-a68e-1fe46aad41ca,D01,HARV,2018-08-02,2018-08-02,HARV-20180802-BREF1,HARV-20180802-BREF1-A,D00000008337,HARV-20180802-BREF1-B,D00000008334,HARV-20180802-BREF1-C,D00000008336,NA,NA,20251217T194013Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
17318fb1-6908-4e09-a5ec-67e60a19d856,D01,HARV,2018-04-18,2018-04-18,HARV-20180418-BREF1,HARV-20180418-BREF1-A,B00000006251,HARV-20180418-BREF1-B,B00000006261,HARV-20180418-BREF1-C,B00000006262,NA,NA,20251217T194027Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
67af3d9b-a720-4560-a3dd-1031c0861b18,D01,HARV,2018-04-19,2018-04-19,HARV-20180419-BREF1,HARV-20180419-BREF1-A,B00000006250,HARV-20180419-BREF1-B,B00000006258,HARV-20180419-BREF1-C,B00000006266,NA,NA,20251217T194027Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
d08b06a7-006b-4aff-afa3-d1aa16f162d7,D01,HARV,2018-04-20,2018-04-20,HARV-20180420-BREF1,HARV-20180420-BREF1-A,B00000006248,HARV-20180420-BREF1-B,B00000006257,HARV-20180420-BREF1-C,B00000006267,NA,NA,20251217T194027Z,RELEASE-2026,DP1.10086.001,HARV,2018,ntr_internalLabBlanks
