uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
c44e8ecf-0eea-4d11-9732-ba15201f4cfc,ABBY_063.basePlot.cfc,D16,ABBY,ABBY_063,tower,kfvvZaGzVPHQIDWINLElZfVOo6zqoxaZLFsgckTAYWk=,A00000293094,2022-07-21T18:50:00Z,2022-07-26T22:00:00Z,2022-08-02T18:00:00Z,OK,kfvvZaGzVPHQIDWINLElZfVOo6zqoxaZgyFUDZSP/dU=,A00000293345,kfvvZaGzVPHQIDWINLElZfVOo6zqoxaZlzs027iNea+u2uAowRvcNQ==,A00000293361,kfvvZaGzVPHQIDWINLElZfVOo6zqoxaZOtlmVyRurXA=,A00000293360,4.71,NA,0000-0002-5339-8724,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
7591b078-6980-41cd-9d4d-714c0462d635,ABBY_063.basePlot.cfc,D16,ABBY,ABBY_063,tower,kfvvZaGzVPGPhaYaj+FlWoHv6mpr4nnqWst7dUOFqyE=,A00000293104,2022-07-21T19:31:00Z,2022-07-26T22:00:00Z,2022-08-02T18:00:00Z,OK,kfvvZaGzVPGPhaYaj+FlWoHv6mpr4nnqPSKfM9eGwXY=,A00000293600,kfvvZaGzVPGPhaYaj+FlWoHv6mpr4nnqPRodDmBMrItzc/iKKl43QQ==,A00000293576,kfvvZaGzVPGPhaYaj+FlWoHv6mpr4nnquVLy87VYBCg=,A00000293582,4.47,NA,0000-0003-2593-761X,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
1f94efd4-8c68-49fb-9fc2-d0905cb89079,ABBY_065.basePlot.cfc,D16,ABBY,ABBY_065,tower,kfvvZaGzVPE9vtI1B88fgbkwz2wHe/jk+tpxH1U0wGk=,A00000293109,2022-07-21T21:09:00Z,2022-07-26T22:00:00Z,2022-08-02T18:00:00Z,OK,kfvvZaGzVPE9vtI1B88fgbkwz2wHe/jknr0MTnxbaWo=,A00000293341,kfvvZaGzVPE9vtI1B88fgbkwz2wHe/jkQeQ98K6qWq4Yjp3ZR7HJ7g==,A00000293342,kfvvZaGzVPE9vtI1B88fgbkwz2wHe/jkqeDyORRhcD4=,A00000293358,6.15,NA,0000-0002-5339-8724,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
dcaed903-a0bf-4557-be8f-6a0a30a82a74,ABBY_065.basePlot.cfc,D16,ABBY,ABBY_065,tower,kfvvZaGzVPHo2doGCQ8J8yUp3Jd7mW9KrCiw0fkR5uU=,A00000293108,2022-07-21T21:09:00Z,2022-07-26T22:00:00Z,2022-08-02T17:52:00Z,OK,kfvvZaGzVPHo2doGCQ8J8yUp3Jd7mW9KrGD3IFMAB/E=,A00000293628,kfvvZaGzVPHo2doGCQ8J8yUp3Jd7mW9KAL7MxxrAfyc=,A00000293348,kfvvZaGzVPHo2doGCQ8J8yUp3Jd7mW9K5XRAL47xPho=,A00000293627,6.06,NA,0000-0002-5339-8724,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
59304c59-766b-4c64-ad5f-e6789b0cdcad,ABBY_002.basePlot.cfc,D16,ABBY,ABBY_002,distributed,kfvvZaGzVPGkB14bgRrp3GeJJptmchH6HvBGaMyzet4=,A00000293088,2022-07-25T17:16:00Z,2022-07-28T16:23:00Z,2022-08-02T17:53:00Z,OK,kfvvZaGzVPGkB14bgRrp3GeJJptmchH62/F0pYnBdCU=,A00000293343,kfvvZaGzVPGkB14bgRrp3GeJJptmchH6VC2h+LN7gl4=,A00000293344,kfvvZaGzVPGkB14bgRrp3GeJJptmchH6096Iv8cb/1M=,A00000293359,3.39,NA,0000-0002-5339-8724,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
8a3c4b54-a64d-4918-8388-95fa71e7596f,ABBY_002.basePlot.cfc,D16,ABBY,ABBY_002,distributed,kfvvZaGzVPFU5M6V7OvUnOENGPzY3sWww4PvE5FN6b4=,A00000293082,2022-07-25T17:26:00Z,2022-07-28T16:23:00Z,2022-08-02T17:49:00Z,OK,kfvvZaGzVPFU5M6V7OvUnOENGPzY3sWwbevUE0QLHhc=,A00000293362,kfvvZaGzVPFU5M6V7OvUnOENGPzY3sWwNIsSxYYBlRB15gr29bGt8w==,A00000293346,kfvvZaGzVPFU5M6V7OvUnOENGPzY3sWwtbIIktHP9EI=,A00000293347,5.93,NA,0000-0002-5339-8724,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
9c968160-cbb1-476a-8ed9-e5e31e294836,ABBY_011.basePlot.cfc,D16,ABBY,ABBY_011,distributed,kfvvZaGzVPExLx6BiA79chacx1CrOpHs0qIAjIyPylg=,A00000293099,2022-07-25T20:47:00Z,2022-07-29T19:50:00Z,2022-08-02T17:55:00Z,OK,kfvvZaGzVPExLx6BiA79chacx1CrOpHs8qCGOdQ4bOY=,A00000293595,kfvvZaGzVPExLx6BiA79chacx1CrOpHs6IMY652PaV31skuc5Ah3HA==,A00000293602,kfvvZaGzVPExLx6BiA79chacx1CrOpHsjqToghEqdl0=,A00000293581,5.34,NA,0000-0001-9521-413X,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
290ce044-96a5-41dd-99e5-957d057413cb,ABBY_011.basePlot.cfc,D16,ABBY,ABBY_011,distributed,kfvvZaGzVPEFPQQCMZee+24rsqGRZN/KtMFC8s+UZ20=,A00000293098,2022-07-25T20:49:00Z,2022-07-29T19:50:00Z,2022-08-02T17:55:00Z,OK,kfvvZaGzVPEFPQQCMZee+24rsqGRZN/KfsLh6LYYTZU=,A00000293607,kfvvZaGzVPEFPQQCMZee+24rsqGRZN/KVIqiLFxufGU=,A00000293616,kfvvZaGzVPEFPQQCMZee+24rsqGRZN/KFgNSxod2jkA=,A00000293617,6.51,NA,0000-0001-9521-413X,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
9018003e-6911-49bb-9a0b-5fd08693ac25,ABBY_009.basePlot.cfc,D16,ABBY,ABBY_009,distributed,kfvvZaGzVPEZ6NvgAVPspoY8sc9cpgyDdseCwurFQXs=,A00000293100,2022-07-28T18:27:00Z,2022-08-02T17:30:00Z,2022-08-08T19:00:00Z,OK,kfvvZaGzVPEZ6NvgAVPspoY8sc9cpgyDeOJ/zf+RWYE=,A00000293719,kfvvZaGzVPEZ6NvgAVPspoY8sc9cpgyDHk29YHWDb/xpmPIoKYCCMg==,A00000293718,kfvvZaGzVPEZ6NvgAVPspoY8sc9cpgyDwKWDYdrgfic=,A00000293724,6.23,NA,0000-0003-2593-761X,NA,NA,20260106T155151Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
491c1795-4d10-4344-8101-6067bd43e71d,ABBY_013.basePlot.cfc,D16,ABBY,ABBY_013,distributed,kfvvZaGzVPFoMWqFjzgPpkmrzQisk8y2+gBz7kx/RwY=,A00000293090,2022-08-08T15:26:00Z,2022-08-11T21:30:00Z,2022-08-30T21:59:00Z,OK,kfvvZaGzVPFoMWqFjzgPpkmrzQisk8y2MT/St6HqFlI=,A00000293722,kfvvZaGzVPFoMWqFjzgPpkmrzQisk8y2ex6C9CpIAeY=,A00000293721,kfvvZaGzVPFoMWqFjzgPpkmrzQisk8y2/rj3AJgYZ24=,A00000293717,2.17,NA,0000-0003-2593-761X,NA,NA,20260106T155321Z,RELEASE-2026,DP1.10026.001,ABBY,2022,cfc_chemistrySubsampling
