uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
227a88fc-b1eb-488c-936c-3de874084f2e,D01,HARV,HARV_035,HARV_035.basePlot.bgc,2022-07-05T13:22:00Z,2022-07-05T14:23:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_035-O-41-20220705|HARV_035-O-23-20220705|HARV_035-O-39-20220705,HARV_035-O-20220705-COMP,B00000068577,OK,NA,0000-0001-9529-4416,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
73805360-4b5f-4b09-b244-2f1feeed585a,D01,HARV,HARV_033,HARV_033.basePlot.bgc,2022-07-05T15:15:00Z,2022-07-05T16:16:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_033-O-41-20220705|HARV_033-O-21-20220705|HARV_033-O-39-20220705,HARV_033-O-20220705-COMP,B00000068574,OK,NA,0000-0001-9529-4416,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
6029e1cb-cb75-4754-9bbb-132e71b77dbe,D01,HARV,HARV_034,HARV_034.basePlot.bgc,2022-07-05T17:22:00Z,2022-07-05T18:28:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_034-O-41-20220705|HARV_034-O-21-20220705|HARV_034-O-39-20220705,HARV_034-O-20220705-COMP,B00000068573,OK,NA,0000-0002-7782-1339,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
a6528ac8-5bb2-42e0-b97e-78de783ea944,D01,HARV,HARV_037,HARV_037.basePlot.bgc,2022-07-05T19:09:00Z,2022-07-05T19:59:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_037-O-41-20220705|HARV_037-O-23-20220705|HARV_037-O-21-20220705,HARV_037-O-20220705-COMP,B00000068572,OK,NA,0000-0002-7782-1339,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
97f3f16b-3345-47c7-9f40-5e84ae29ddbf,D01,HARV,HARV_013,HARV_013.basePlot.bgc,2022-07-06T17:29:00Z,2022-07-06T18:23:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_013-O-21-20220706|HARV_013-O-23-20220706|HARV_013-O-41-20220706,HARV_013-O-20220706-COMP,B00000068580,OK,NA,0000-0002-7782-1339,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
28ff933c-882c-4ea7-b89a-d551d4bbdb1e,D01,HARV,HARV_004,HARV_004.basePlot.bgc,2022-07-06T19:41:00Z,2022-07-06T20:26:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_004-O-41-20220706|HARV_004-O-23-20220706|HARV_004-O-21-20220706,HARV_004-O-20220706-COMP,B00000068579,OK,NA,0000-0002-7782-1339,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
dc011c3f-e919-4559-8bc8-bb7408dcc41f,D01,HARV,HARV_005,HARV_005.basePlot.bgc,2022-07-07T13:56:00Z,2022-07-07T14:48:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_005-O-23-20220707|HARV_005-O-41-20220707|HARV_005-O-39-20220707,HARV_005-O-20220707-COMP,B00000068575,OK,NA,0000-0002-9520-4182,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
3d0626bd-675c-4c52-a902-60b2e96282b1,D01,HARV,HARV_002,HARV_002.basePlot.bgc,2022-07-07T16:58:00Z,2022-07-07T17:36:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_002-O-41-20220707|HARV_002-O-39-20220707|HARV_002-O-23-20220707,HARV_002-O-20220707-COMP,B00000068578,OK,NA,0000-0002-9520-4182,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
c69048e5-8f49-412b-a84c-b61f5750040b,D01,HARV,HARV_021,HARV_021.basePlot.bgc,2022-07-07T18:27:00Z,2022-07-07T19:07:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_021-O-39-20220707|HARV_021-O-23-20220707|HARV_021-O-21-20220707,HARV_021-O-20220707-COMP,B00000068576,OK,NA,0000-0002-9520-4182,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
9cf0bbbb-f50b-4485-b21d-43451b819c93,D01,HARV,HARV_001,HARV_001.basePlot.bgc,2022-07-08T17:07:00Z,2022-07-08T17:34:00Z,HARV.peakGreenness.2022,NEON.DOC.014048vO,HARV_001-O-39-20220708|HARV_001-O-41-20220708|HARV_001-O-21-20220708,HARV_001-O-20220708-COMP,B00000029743,OK,NA,0000-0003-3463-8507,NA,NA,20251217T193916Z,RELEASE-2026,DP1.10086.001,HARV,2022,sls_metagenomicsPooling
