dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,n_raw_records,d15N_mean_2018_2024,organicd13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,organicCPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,organicd13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,organicCPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_001,BONA_001.basePlot.bgc,distributed,14,3.05,-27.757142857142856,0.9328571428571428,24.916428571428572,24.178571428571427,1.1428571428571428,2021.5,2021.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_002,BONA_002.basePlot.bgc,distributed,12,1.9166666666666667,-27.433333333333334,1.1108333333333333,20.690833333333334,17.233333333333334,1,2021.5,2021.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_004,BONA_004.basePlot.bgc,distributed,13,2.453846153846154,-27.56923076923077,0.5353846153846153,22.916923076923077,35.276923076923076,1.0769230769230769,2021.6923076923076,2021.6923076923076,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_006,BONA_006.basePlot.bgc,distributed,12,2.3583333333333334,-26.608333333333334,0.7216666666666667,27.464166666666667,36.233333333333334,1.1666666666666667,2021.0833333333333,2021.0833333333333,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_009,BONA_009.basePlot.bgc,distributed,12,2.658333333333333,-27.333333333333332,1.0391666666666666,26.041666666666668,23.316666666666666,1.0833333333333333,2021.5,2021.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_013,BONA_013.basePlot.bgc,distributed,11,2.6636363636363636,-27.181818181818183,0.6645454545454546,13.634545454545455,20.036363636363635,1.0909090909090908,2020.8181818181818,2020.8181818181818,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_070,BONA_070.basePlot.bgc,tower,11,2.4909090909090907,-27.381818181818183,1.000909090909091,33.842727272727274,32.50909090909091,1,2021.2727272727273,2021.2727272727273,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_071,BONA_071.basePlot.bgc,tower,12,2.341666666666667,-27.316666666666666,0.645,27.331666666666667,36.233333333333334,1,2021.5,2021.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_080,BONA_080.basePlot.bgc,tower,13,2.6769230769230767,-26.992307692307694,0.7023076923076923,24.453076923076924,31.346153846153847,1.0769230769230769,2021.3076923076924,2021.3076923076924,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,BONA,sls_soilChemistry,2018-2024,BONA,BONA_084,BONA_084.basePlot.bgc,tower,12,3.6416666666666666,-27.958333333333332,0.9375,22.05,21.575,1,2021.5,2021.5,permill,permill,percent,percent,NA,number,NA,NA
