dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,19,obstruction,1,10,7.5,35.930248,-84.270109,20.1,244.7,0.13,0,19.3,1,2,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,27,maximum,1,37.5,21.5,35.930248,-84.270109,20.1,244.7,0.13,0,23.8,5.7,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,28.3,maximum,1,5.5,20,35.930248,-84.270109,20.1,244.7,0.13,0,20.2,3.8,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,28.5,maximum,1,34,24,35.930248,-84.270109,20.1,244.7,0.13,0,11.1,4.7,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29,maximum,2,27,5.25,35.930248,-84.270109,20.1,244.7,0.13,0,16.15,4.1,1,2023,2023,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29,obstruction,2,21.75,18.75,35.930248,-84.270109,20.1,244.7,0.13,0,14.75,2.25,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29.1,maximum,1,11.5,5.5,35.930248,-84.270109,20.1,244.7,0.13,0,21.7,4.6,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29.3,maximum,2,14.75,37.25,35.930248,-84.270109,20.1,244.7,0.13,0,16.45,8.05,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29.4,maximum,1,39.5,6,35.930248,-84.270109,20.1,244.7,0.13,0,8.2,4,1,2023,2023,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,ORNL,sls_soilCoreCollection,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,distributed,M,0,29.5,entire,1,37.5,21.5,35.930248,-84.270109,20.1,244.7,0.13,0,19.7,3.3,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
