dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,kclAmmoniumNConc_mean_2018_2024,ammoniumNRepNum_mean_2018_2024,kclNitrateNitriteNConc_mean_2018_2024,nitrateNitriteNRepNum_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,kclAmmoniumNConc_mean_2018_2024_unit,ammoniumNRepNum_mean_2018_2024_unit,kclNitrateNitriteNConc_mean_2018_2024_unit,nitrateNitriteNRepNum_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,20,0.22325,1.05,0.03252631578947369,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_002,ORNL_002.basePlot.bgc,21,0.2725,1.1,0.04735,1.1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_003,ORNL_003.basePlot.bgc,18,0.21372222222222223,1,0.041166666666666664,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_004,ORNL_004.basePlot.bgc,7,0.17485714285714285,1,0.025285714285714286,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_006,ORNL_006.basePlot.bgc,19,0.254,1.1111111111111112,0.15989473684210526,1.1578947368421053,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_027,ORNL_027.basePlot.bgc,13,0.21561538461538463,1.0769230769230769,0.03816666666666667,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_043,ORNL_043.basePlot.bgc,20,0.3193,1,0.0391,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_046,ORNL_046.basePlot.bgc,21,0.3313,1.1,0.05085714285714286,1.1428571428571428,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_049,ORNL_049.basePlot.bgc,20,0.33115,1.05,0.029684210526315792,1,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,ORNL_053,ORNL_053.basePlot.bgc,19,0.30836842105263157,1.0526315789473684,0.032842105263157895,1.0526315789473684,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
DP1.10086.001,ORNL,ntr_externalLab,2018-2024,ORNL,NA,ORNL,53,0.02309433962264151,1.0377358490566038,0.02980392156862745,1.0377358490566038,2022,2022,milligramsPerLiter,number,milligramsPerLiter,number,NA,NA
