dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_001,ORNL_001.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_002,ORNL_002.basePlot.bgc,8,2020.875,2020.875,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_003,ORNL_003.basePlot.bgc,9,2020.888888888889,2020.888888888889,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_004,ORNL_004.basePlot.bgc,8,2020.875,2020.875,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_006,ORNL_006.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_027,ORNL_027.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_043,ORNL_043.basePlot.bgc,8,2021.125,2021.125,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_046,ORNL_046.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_049,ORNL_049.basePlot.bgc,8,2021.125,2021.125,NA,NA
DP1.10086.001,ORNL,sls_metagenomicsPooling,2018-2024,ORNL,ORNL_053,ORNL_053.basePlot.bgc,7,2021,2021,NA,NA
