dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_001,SJER_001.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_002,SJER_002.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_003,SJER_003.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_004,SJER_004.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_005,SJER_005.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_025,SJER_025.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_045,SJER_045.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_046,SJER_046.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_047,SJER_047.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,SJER,sls_metagenomicsPooling,2018-2024,SJER,SJER_048,SJER_048.basePlot.bgc,7,2021,2021,NA,NA
