dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_002,CLBJ_002.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_003,CLBJ_003.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_006,CLBJ_006.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_031,CLBJ_031.basePlot.bgc,2,2018.5,2018.5,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_032,CLBJ_032.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_033,CLBJ_033.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_034,CLBJ_034.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_035,CLBJ_035.basePlot.bgc,3,2023,2023,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_038,CLBJ_038.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CLBJ,sls_metagenomicsPooling,2018-2024,CLBJ,CLBJ_040,CLBJ_040.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
