uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,cnSampleID,cnSampleCode,collectDate,analysisDate,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
b7b51c07-d553-4436-8b15-837034efd3eb,OAES_023.basePlot.cfc,D11,OAES,OAES_023,distributed,FMBHGf4LMbr6rZ9B+eO741CoJlm/hUlnttI/wvynGVE=,A00000278191,FMBHGf4LMbr6rZ9B+eO741CoJlm/hUlnT4vpwezuGE8=,A00000419078,2023-05-16T15:53:00Z,2023-10-05,N,-4.3,-19,1.05,43.65,41.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
cadffa83-c913-49ed-b845-0785fc278a9c,OAES_001.basePlot.cfc,D11,OAES,OAES_001,distributed,FMBHGf4LMbqjM3bSBZzLqcl5ecq2XcIk4AxZiDhVyVE=,A00000278175,FMBHGf4LMbqjM3bSBZzLqcl5ecq2XcIkSOP0czP8V8w=,A00000419037,2023-05-16T16:12:00Z,2023-10-05,N,-4.6,-14,0.79,43.61,55.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
d8a7baf1-b09a-499c-a242-304b8fb13cbd,OAES_045.basePlot.cfc,D11,OAES,OAES_045,tower,FMBHGf4LMbpho23rkrGWbhDsL4f32Tf0KlRAUwddPmE=,A00000278178,FMBHGf4LMbpho23rkrGWbhDsL4f32Tf0jKVLwVNjIyg=,A00000419087,2023-05-16T17:01:00Z,2023-10-05,N,-1.7,-25.2,1.6,45.78,28.6,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
d7c1c068-fca8-4952-9443-ae8616c4a9e4,OAES_042.basePlot.cfc,D11,OAES,OAES_042,tower,FMBHGf4LMbqK89AxLC8t91DZ30qW9Ill2bZWuenBkDQ=,A00000278173,FMBHGf4LMbqK89AxLC8t91DZ30qW9Ill5rrgGrcG5po=,A00000419075,2023-05-16T17:53:00Z,2023-10-05,N,-5.5,-15.5,0.99,44.42,44.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
0bb9988e-9a2c-4859-8a78-210b18f3d236,OAES_013.basePlot.cfc,D11,OAES,OAES_013,distributed,FMBHGf4LMboW9PoMfswyJnl3xA8zFb8HGnFU/h/ktSU=,A00000278192,FMBHGf4LMboW9PoMfswyJnl3xA8zFb8H3WAK82mpRuA=,A00000419055,2023-05-16T18:13:00Z,2023-10-05,N,-4.3,-23,1.5,45.01,30.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
9c177f92-e471-456f-aa55-37aeeb69e714,OAES_004.basePlot.cfc,D11,OAES,OAES_004,distributed,FMBHGf4LMbooZn1DKnlvnv7CY893AQH/gmwD4X9UvLc=,A00000418567,FMBHGf4LMbooZn1DKnlvnv7CY893AQH/Y/RdCedFUZo=,A00000419040,2023-05-30T19:11:00Z,2023-10-05,N,-3.6,-19,1.26,45.38,36,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
1684b284-4b76-49c4-b5e6-e59a596e78cc,OAES_010.basePlot.cfc,D11,OAES,OAES_010,distributed,FMBHGf4LMbqufCMWfCd4wLKcvf0yZiGbnqFLWGzGGDQ=,A00000418587,FMBHGf4LMbqufCMWfCd4wLKcvf0yZiGb1CYXluoQfoE=,A00000419064,2023-05-30T19:13:00Z,2023-10-05,N,-5.5,-13.2,0.67,44.75,66.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
531775fb-797d-4785-ad77-ccae17c54c5f,OAES_021.basePlot.cfc,D11,OAES,OAES_021,distributed,FMBHGf4LMboVazvuHS4EO141Q+VTEya1aUGWsf883xE=,A00000418569,FMBHGf4LMboVazvuHS4EO141Q+VTEya1FxlfwX9MT/0=,A00000419084,2023-05-30T19:31:00Z,2023-10-05,N,-4.8,-19.3,1.27,45.16,35.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
6303bb23-054b-439e-931a-1d609e68da13,OAES_022.basePlot.cfc,D11,OAES,OAES_022,distributed,FMBHGf4LMboiZ4lx6hHGbohSuFhPkIbFT1TmAg+Iwqg=,A00000418586,FMBHGf4LMboiZ4lx6hHGbohSuFhPkIbFBeTr52SaZaM=,A00000419081,2023-05-30T20:17:00Z,2023-10-05,N,-4.2,-25.6,1.57,44.32,28.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
6e936b6c-dafa-4b00-a5bf-b30a16fd7233,OAES_003.basePlot.cfc,D11,OAES,OAES_003,distributed,FMBHGf4LMbr/iZqPA1nZwlc4wzl8os3K5VRufjWu4g8=,A00000418568,FMBHGf4LMbr/iZqPA1nZwlc4wzl8os3KDp27ToetDyQ=,A00000419036,2023-05-30T20:21:00Z,2023-10-05,N,-4.4,-18.7,1.25,44.68,35.8,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
f3a617e1-9e40-4d23-9a99-1038427fc5a8,OAES_008.basePlot.cfc,D11,OAES,OAES_008,distributed,FMBHGf4LMbrwg/VBYHBl+av7exKxgQ2r4n+lyATdOEE=,A00000418584,FMBHGf4LMbrwg/VBYHBl+av7exKxgQ2rNJaiwa0xuEQ=,A00000419051,2023-05-30T21:59:00Z,2023-10-05,N,-7.3,-13.4,0.49,43.11,87.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
4091a202-f9a8-423f-b0f1-8b7e824c3198,OAES_006.basePlot.cfc,D11,OAES,OAES_006,distributed,FMBHGf4LMbpQ5b950gWNHV98vGpAeehZ68I+R9Qyy7E=,A00000418600,FMBHGf4LMbpQ5b950gWNHV98vGpAeehZOZrY2ppaPIg=,A00000419046,2023-05-31T16:18:00Z,2023-10-05,N,-7.4,-12.9,0.67,46.14,69.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
99f36713-41a5-4ada-a9fb-61c31f69b5ef,OAES_009.basePlot.cfc,D11,OAES,OAES_009,distributed,FMBHGf4LMbrkRmoQDOb9Fzymp2rYxZ/ynB19rV/L5ZM=,A00000418601,FMBHGf4LMbrkRmoQDOb9Fzymp2rYxZ/y2xFJniXxV30=,A00000419067,2023-05-31T17:02:00Z,2023-12-20,N,-7.1,-16.5,0.87,46.92,54,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
b3bfb59b-2292-4b6b-9b5b-08ed3239a9f1,OAES_044.basePlot.cfc,D11,OAES,OAES_044,tower,FMBHGf4LMbpwvXHpAloAWHcgM6FKfuctse4giMtuc5k=,A00000418572,FMBHGf4LMbpwvXHpAloAWHcgM6FKfuctMVXgAZHpdlM=,A00000419069,2023-05-31T17:10:00Z,2023-10-05,N,-3.6,-15.2,1.37,45.96,33.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
a6f025ce-4735-4eac-8a11-61899c924bdf,OAES_002.basePlot.cfc,D11,OAES,OAES_002,distributed,FMBHGf4LMbqGDrWwWFunGKJhdGozIugnHa/JLvZWDjs=,A00000418599,FMBHGf4LMbqGDrWwWFunGKJhdGozIugnf53pWT1Ez08=,A00000419033,2023-05-31T17:57:00Z,2023-10-18,N,-1.8,-13.9,0.69,45.66,66.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
de68cb9c-7208-425c-a8cd-1462ca7084b8,OAES_002.basePlot.cfc,D11,OAES,OAES_002,distributed,FMBHGf4LMbqGDrWwWFunGKJhdGozIugnHa/JLvZWDjs=,A00000418599,FMBHGf4LMbqGDrWwWFunGKJhdGozIugnf53pWT1Ez08=,A00000419033,2023-05-31T17:57:00Z,2023-10-18,N,-2.1,-13.9,0.63,45.88,72.9,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
fa505f29-4337-44fc-99c6-14789b111299,OAES_043.basePlot.cfc,D11,OAES,OAES_043,tower,FMBHGf4LMbp2mvYrL99f5PtkJFoG+lenYvO8Wp/+Qzw=,A00000418571,FMBHGf4LMbp2mvYrL99f5PtkJFoG+lenxPis5acGOb8=,A00000419072,2023-05-31T17:58:00Z,2023-10-05,N,-4.3,-18.1,1.04,45.7,43.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
9a8033c5-57b3-4ac2-a41d-75f4aca14593,OAES_007.basePlot.cfc,D11,OAES,OAES_007,distributed,FMBHGf4LMbq2216RmjzNq30wWDCEieAXpPY5X8KN3bA=,A00000418588,FMBHGf4LMbq2216RmjzNq30wWDCEieAXxwXi6xqc1TA=,A00000419043,2023-05-31T18:40:00Z,2023-10-05,N,-5.1,-24.2,1.3,46.04,35.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta V IRMS with Conflo IV Interface,H2ehOOFsaDPhLGs9nIVRag==,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,NA,20260106T155652Z,RELEASE-2026,DP1.10026.001,OAES,2023,cfc_carbonNitrogen
