dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_001,OAES_001.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_002,OAES_002.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_003,OAES_003.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_004,OAES_004.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_007,OAES_007.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_009,OAES_009.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_042,OAES_042.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_043,OAES_043.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_044,OAES_044.basePlot.bgc,2,2020.5,2020.5,NA,NA
DP1.10086.001,OAES,sls_metagenomicsPooling,2018-2024,OAES,OAES_045,OAES_045.basePlot.bgc,2,2020.5,2020.5,NA,NA
