dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_001,NOGP_001.basePlot.cfc,distributed,nNZJgT36IlPj21pe3TybXcmu7jB0oJpl1DHNv18C5vM=,A00000237593,1,1,0.491,3.03,28.39,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_002,NOGP_002.basePlot.cfc,distributed,nNZJgT36IlMk28YkQUOo8TD1I2KJixc3NTJ+p9CLY5c=,A00000237574,1,1,0.478,3.01,28.89,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_003,NOGP_003.basePlot.cfc,distributed,nNZJgT36IlP6AuXZ25O3HLHyw06MyWFHJeakhqw//fo=,A00000237578,1,1,0.483,3.36,31.3,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_005,NOGP_005.basePlot.cfc,distributed,nNZJgT36IlN6uhHJ2wixNnM6fJIZ8OnAZA0bPCYjCPY=,A00000237573,1,1,0.503,3.43,28.35,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_006,NOGP_006.basePlot.cfc,distributed,nNZJgT36IlPlJE7SF8Pfb0JV0R62oDxbrxfoXnB6GBQ=,A00000237577,1,1,0.471,3.01,31.44,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_007,NOGP_007.basePlot.cfc,distributed,nNZJgT36IlOTWW2riEOCkZzvIhLOk5it1qbdaXXpMw0=,A00000237572,1,1,0.475,4.33,30.43,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_008,NOGP_008.basePlot.cfc,distributed,nNZJgT36IlPtbCtjj+oDnPtsCfOu2I2dp/rUpTVtF38=,A00000237576,1,1,0.497,2.46,29.97,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_009,NOGP_009.basePlot.cfc,distributed,nNZJgT36IlMbC/mZMyUh5f6k8fSjjyrKRiksg53oZZE=,A00000237571,1,1,0.472,3,23.92,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_010,NOGP_010.basePlot.cfc,distributed,nNZJgT36IlO0ORAOJdBS77zZjLYHfn16KmvzM1U6Ejk=,A00000237575,1,1,0.48,2.9,28.22,2020,2020,number,gram,percent,percent,NA,NA
DP1.10026.001,NOGP,cfc_lignin,2020,NOGP,NOGP_011,NOGP_011.basePlot.cfc,distributed,nNZJgT36IlMyvKBV1TvYoO+rVQ9OW7mUMB1tkqsX/IA=,A00000237595,1,1,0.461,2.65,28.1,2020,2020,number,gram,percent,percent,NA,NA
