dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_001,NOGP_001.basePlot.cfc,distributed,nNZJgT36IlPj21pe3TybXcmu7jB0oJpl1DHNv18C5vM=,A00000237593,1,5.58,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_002,NOGP_002.basePlot.cfc,distributed,nNZJgT36IlMk28YkQUOo8TD1I2KJixc3NTJ+p9CLY5c=,A00000237574,1,10.67,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_003,NOGP_003.basePlot.cfc,distributed,nNZJgT36IlP6AuXZ25O3HLHyw06MyWFHJeakhqw//fo=,A00000237578,1,2.91,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_005,NOGP_005.basePlot.cfc,distributed,nNZJgT36IlN6uhHJ2wixNnM6fJIZ8OnAZA0bPCYjCPY=,A00000237573,1,8.31,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_006,NOGP_006.basePlot.cfc,distributed,nNZJgT36IlPlJE7SF8Pfb0JV0R62oDxbrxfoXnB6GBQ=,A00000237577,1,6.12,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_007,NOGP_007.basePlot.cfc,distributed,nNZJgT36IlOTWW2riEOCkZzvIhLOk5it1qbdaXXpMw0=,A00000237572,1,8.61,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_008,NOGP_008.basePlot.cfc,distributed,nNZJgT36IlPtbCtjj+oDnPtsCfOu2I2dp/rUpTVtF38=,A00000237576,1,7.87,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_009,NOGP_009.basePlot.cfc,distributed,nNZJgT36IlMbC/mZMyUh5f6k8fSjjyrKRiksg53oZZE=,A00000237571,1,9.41,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_010,NOGP_010.basePlot.cfc,distributed,nNZJgT36IlO0ORAOJdBS77zZjLYHfn16KmvzM1U6Ejk=,A00000237575,1,6.12,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_011,NOGP_011.basePlot.cfc,distributed,nNZJgT36IlMyvKBV1TvYoO+rVQ9OW7mUMB1tkqsX/IA=,A00000237595,1,6.99,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_012,NOGP_012.basePlot.cfc,distributed,nNZJgT36IlMyJmDeDP42T/hYX2hir3WFxhJ7IIAZjJY=,A00000237580,1,5.7,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_013,NOGP_013.basePlot.cfc,distributed,nNZJgT36IlM7MCjf/zQvGihKtlpbRN362rBlN1Vb/AA=,A00000237587,1,8.54,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_014,NOGP_014.basePlot.cfc,distributed,nNZJgT36IlMjawxOb77R32WKwYMvHZ+JZlYAmoRxHo4=,A00000237597,1,6.17,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_015,NOGP_015.basePlot.cfc,distributed,nNZJgT36IlOePeyNJbFZW8xDEC5+y/xrEh4p0NInAdI=,A00000237567,1,6.83,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_016,NOGP_016.basePlot.cfc,distributed,nNZJgT36IlMXVxVr5wYWrlnDVZ8i1xPuzh+0RJRbQcs=,A00000237594,1,10.03,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_041,NOGP_041.basePlot.cfc,distributed,nNZJgT36IlOXBVqK8B3rnAQc1thqEbTbHJZ1iy1roW0=,A00000237596,1,6.77,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_061,NOGP_061.basePlot.cfc,tower,nNZJgT36IlPi60Vww056iN60BN4QbaPBtq93n3s72/I=,A00000237581,1,7.6,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_062,NOGP_062.basePlot.cfc,tower,nNZJgT36IlNqjFZ4k4RSkIOoEPgTjWwUGPZwt65QcTI=,A00000237582,1,6.19,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_064,NOGP_064.basePlot.cfc,tower,nNZJgT36IlNox5RpIyvfMoPdiliLILtZJC8/lzImb7I=,A00000237583,1,5.86,2020,2020,gram,NA,NA
DP1.10026.001,NOGP,cfc_chemistrySubsampling,2020,NOGP,NOGP_065,NOGP_065.basePlot.cfc,tower,nNZJgT36IlMa1Y/c7jtj8DN9+j0EALur9yjKAvft41w=,A00000237584,1,4.53,2020,2020,gram,NA,NA
