dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,M,54,2.34,12.377592592592592,11.722777777777777,0.07081481481481482,0.9346481481481481,2021.111111111111,2021.111111111111,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_002,CPER_002.basePlot.bgc,M,58,2.250344827586207,12.31844827586207,11.661551724137931,0.07072413793103448,0.9346379310344828,2021.103448275862,2021.103448275862,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_003,CPER_003.basePlot.bgc,M,57,2.1824561403508773,12.24719298245614,11.761403508771929,0.05128070175438596,0.9517368421052631,2021.157894736842,2021.157894736842,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_004,CPER_004.basePlot.bgc,M,57,2.2273684210526317,12.276140350877194,11.755614035087719,0.0552280701754386,0.9481578947368421,2021.157894736842,2021.157894736842,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_005,CPER_005.basePlot.bgc,M,57,2.254385964912281,12.27140350877193,11.702456140350877,0.061087719298245614,0.9431754385964912,2021.157894736842,2021.157894736842,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_006,CPER_006.basePlot.bgc,M,63,2.3114285714285714,12.350793650793651,11.8,0.05882539682539682,0.9450952380952381,2021.047619047619,2021.047619047619,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_045,CPER_045.basePlot.bgc,M,66,2.2475757575757576,12.265151515151516,11.698636363636364,0.06059090909090909,0.9434545454545454,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_046,CPER_046.basePlot.bgc,M,69,2.2417391304347825,12.25695652173913,11.71485294117647,0.05780882352941177,0.9459411764705882,2021.0434782608695,2021.0434782608695,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_047,CPER_047.basePlot.bgc,M,66,2.248181818181818,12.281212121212121,11.659242424242425,0.06848484848484848,0.9378939393939394,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,CPER,sls_soilMoisture,2018-2024,CPER,CPER_048,CPER_048.basePlot.bgc,M,69,2.248695652173913,12.326376811594203,11.757826086956522,0.06056521739130435,0.943463768115942,2021.0434782608695,2021.0434782608695,gram,gram,gram,gramsPerGram,NA,NA,NA
