dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,21,maximum,1,16,39.5,40.850866,-104.699535,20.1,1637.9,0.1,0,13.5,0,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,27,maximum,1,37,31,40.850866,-104.699535,20.1,1637.9,0.1,0,16.1,0,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,27.4,maximum,1,25.5,9.5,40.850866,-104.699535,20.1,1637.9,0.1,0,12.5,0,1,2023,2023,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,28,maximum,1,33.5,20.5,40.850866,-104.699535,20.1,1637.9,0.1,0,31.1,0.5,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,28.7,maximum,1,21,6.5,40.850866,-104.699535,20.1,1637.9,0.1,0,24.9,1.4,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,29,maximum,4,15,8.75,40.850866,-104.699535,20.1,1637.9,0.1,0,12.675,0.5,1,2021.25,2021.25,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,29.5,maximum,1,9,13.5,40.850866,-104.699535,20.1,1637.9,0.1,0,24,1,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,29.8,maximum,1,39,11.5,40.850866,-104.699535,20.1,1637.9,0.1,0,23.6,0.5,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,30,maximum,21,20.88095238095238,19.785714285714285,40.850866,-104.699535,20.1,1637.9,0.1,0,11.166666666666666,0.8428571428571429,1,2021.142857142857,2021.142857142857,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CPER,sls_soilCoreCollection,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,M,0,30,NA,1,27,38,40.850866,-104.699535,20.1,1637.9,0.1,0,23.6,0.5,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
