dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,n_raw_records,d15N_mean_2018_2024,organicd13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,organicCPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,organicd13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,organicCPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,distributed,6,6.5,-17.46666666666667,0.08,1.24,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_002,CPER_002.basePlot.bgc,distributed,4,6.45,-18.35,0.08499999999999999,0.46,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_003,CPER_003.basePlot.bgc,distributed,8,5.8,-18.375,0.08499999999999999,0.8574999999999999,NA,1.25,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_004,CPER_004.basePlot.bgc,distributed,6,5.066666666666666,-17.3,0.08666666666666667,0.7766666666666666,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_005,CPER_005.basePlot.bgc,distributed,6,6.5,-20.333333333333332,0.08,1.3166666666666667,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_006,CPER_006.basePlot.bgc,distributed,6,7.533333333333333,-17.733333333333334,0.08333333333333334,0.8133333333333334,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_045,CPER_045.basePlot.bgc,tower,6,6.333333333333333,-17.366666666666667,0.07333333333333333,0.98,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_046,CPER_046.basePlot.bgc,tower,6,7.233333333333333,-18.099999999999998,0.08333333333333333,0.9766666666666667,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_047,CPER_047.basePlot.bgc,tower,6,5.666666666666667,-19.066666666666666,0.09666666666666666,1.0633333333333332,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,CPER,sls_soilChemistry,2018-2024,CPER,CPER_048,CPER_048.basePlot.bgc,tower,8,7.574999999999999,-18.55,0.095,1.185,NA,1.25,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
