dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_001,CPER_001.basePlot.bgc,5,2021,2021,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_002,CPER_002.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_003,CPER_003.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_004,CPER_004.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_005,CPER_005.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_006,CPER_006.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_045,CPER_045.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_046,CPER_046.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_047,CPER_047.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
DP1.10086.001,CPER,sls_metagenomicsPooling,2018-2024,CPER,CPER_048,CPER_048.basePlot.bgc,7,2021,2021,NA,NA
