dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_001,HEAL_001.basePlot.bgc,O,3,96.86666666666666,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_004,HEAL_004.basePlot.bgc,M,3,36.53333333333334,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_004,HEAL_004.basePlot.bgc,O,3,17.766666666666666,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_005,HEAL_005.basePlot.bgc,M,3,82.56666666666666,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_005,HEAL_005.basePlot.bgc,O,3,21.266666666666666,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_010,HEAL_010.basePlot.bgc,M,3,125.4,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_010,HEAL_010.basePlot.bgc,O,3,29.8,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_011,HEAL_011.basePlot.bgc,M,3,40.166666666666664,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_011,HEAL_011.basePlot.bgc,O,3,19.366666666666667,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_025,HEAL_025.basePlot.bgc,M,3,96.8,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_025,HEAL_025.basePlot.bgc,O,3,17.233333333333334,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_045,HEAL_045.basePlot.bgc,M,1,239.3,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_045,HEAL_045.basePlot.bgc,O,3,95.63333333333333,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_046,HEAL_046.basePlot.bgc,M,3,60.266666666666666,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_046,HEAL_046.basePlot.bgc,O,3,19,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_047,HEAL_047.basePlot.bgc,M,3,114.63333333333334,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_047,HEAL_047.basePlot.bgc,O,3,41.8,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_048,HEAL_048.basePlot.bgc,M,2,6.25,2021,2021,gram,NA,NA
DP1.10086.001,HEAL,sls_bgcSubsampling,2018-2024,HEAL,HEAL_048,HEAL_048.basePlot.bgc,O,3,94.39999999999999,2021,2021,gram,NA,NA
