dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_001,GRSM_001.basePlot.cfc,distributed,njZEDkTA4mgKrVWgy5R0Y9r/6t0C4bWDnOn+qhQmCBo=,A00000215422,1,1,0.498,15.29,14.87,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_001,GRSM_001.basePlot.cfc,distributed,njZEDkTA4mhsCFFRaj0x+LmAArSdnTDOXRv0PYuwkco=,A00000215430,1,1,0.487,19.93,11.54,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_001,GRSM_001.basePlot.cfc,distributed,njZEDkTA4miibeQfPVi9RpIJ3mNCV6CuZT8uQWEyVcE=,A00000215431,1,1,0.486,14.33,14.13,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_002,GRSM_002.basePlot.cfc,distributed,njZEDkTA4mhMd38hmJ6sFg+rgVofhG7MkFJyUikuQrI=,A00000215413,1,1,0.474,6.7,11.43,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_002,GRSM_002.basePlot.cfc,distributed,njZEDkTA4miKxm4sgpnIyJFnyYFb+aiedUZqgNCNN8w=,A00000215415,1,1,0.466,11.49,14.67,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_002,GRSM_002.basePlot.cfc,distributed,njZEDkTA4mihsUW/D0GE4arubvcHDVoc8lO/blOdlEA=,A00000215414,1,1,0.453,11.86,17.88,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_003,GRSM_003.basePlot.cfc,distributed,njZEDkTA4mi6lNVtRg00eBhU/w6EgU1QBDmvwUkXG5Y=,A00000215411,1,1,0.494,9.92,14.22,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_004,GRSM_004.basePlot.cfc,distributed,njZEDkTA4mgoVlRZSmXRhwNULITrvDueYrsEg3YsdeY=,A00000215452,1,1,0.48,17.69,15.18,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_004,GRSM_004.basePlot.cfc,distributed,njZEDkTA4mjBgjSDhRXGOyouGm/nv4YM8jphXNxyqmE=,A00000215401,1,1,0.475,8.11,12.62,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_004,GRSM_004.basePlot.cfc,distributed,njZEDkTA4mjiFDrtpYPgBM7Zmpus1EK4mUUKKJ1fvmQ=,A00000215425,1,1,0.466,25.1,12.61,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_006,GRSM_006.basePlot.cfc,distributed,njZEDkTA4mgiARK+2lMt1c15U95BKQhpv+rCn7PQiiI=,A00000215420,1,1,0.476,10.34,9.71,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_006,GRSM_006.basePlot.cfc,distributed,njZEDkTA4mhXBrbFJl/Bv3buFSLeXgQ6GETQPTXfQqU=,A00000215436,1,1,0.497,16.07,13.25,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_008,GRSM_008.basePlot.cfc,distributed,njZEDkTA4mjRs6rw/tqfQvxHrPx18nTytqgURoPHiI4=,A00000215396,1,1,0.459,13.98,13.72,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_012,GRSM_012.basePlot.cfc,distributed,njZEDkTA4mgOj2mj+fmEeeNBwD5b+DvhhBrMnE965rc=,A00000215403,1,1,0.49,13.18,15.96,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_012,GRSM_012.basePlot.cfc,distributed,njZEDkTA4miC2BAaIc7S4M7eg655NYye05g2HAccOv8=,A00000215427,1,1,0.502,17.2,16.45,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_012,GRSM_012.basePlot.cfc,distributed,njZEDkTA4mib+lgs4/sNVZ6rT9XjNEsI5y5OmeydToY=,A00000215421,1,1,0.461,9.84,10.56,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_013,GRSM_013.basePlot.cfc,distributed,njZEDkTA4mg7EFrHpmj2UFRGc2EBx3sGZhKap1SQUHo=,A00000215412,1,1,0.462,10.91,14.77,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_013,GRSM_013.basePlot.cfc,distributed,njZEDkTA4mgE/jnau81Td5vHzx0vcfTECUDdyGisX2g=,A00000215402,1,1,0.457,9.77,15.04,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_015,GRSM_015.basePlot.cfc,distributed,njZEDkTA4mhdrIYdfqyObQ9IkXwgBt7HGfFN0aZTUBA=,A00000215407,1,1,0.485,19.28,14.4,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_015,GRSM_015.basePlot.cfc,distributed,njZEDkTA4mhyq9LOdMLO/EAjisr+9LAEXxh+WcWn470=,A00000215389,1,1,0.493,14.65,15.34,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_015,GRSM_015.basePlot.cfc,distributed,njZEDkTA4miIYxCnnzV70sjiN2JLE9YosYENSEjr2+w=,A00000215405,1,1,0.492,9.54,10.09,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_015,GRSM_015.basePlot.cfc,distributed,njZEDkTA4mifJ1LsAVW0eiL2mphPxh7i/9ynPIhLSpQ=,A00000215410,1,1,0.475,8.42,12.97,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_016,GRSM_016.basePlot.cfc,distributed,njZEDkTA4mijQdJIkfYasnA4/LCyyoemdvCAs1vl0Rc=,A00000215428,1,1,0.48,19.17,16.12,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_017,GRSM_017.basePlot.cfc,distributed,njZEDkTA4mh8viJOPvP8RKvuuP7/mPYNLJBUEBD9IUA=,A00000215432,1,1,0.491,16.74,13.58,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_017,GRSM_017.basePlot.cfc,distributed,njZEDkTA4mhEcUurIjlAW9d8doMN7PvZnOHu9u2ZpUE=,A00000215450,1,1,0.48,6.77,10.89,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_017,GRSM_017.basePlot.cfc,distributed,njZEDkTA4miLKr17kw0hQb0FqQPBh4WUU3XJPwnlvx0=,A00000215449,1,1,0.456,8.04,11.18,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_018,GRSM_018.basePlot.cfc,distributed,njZEDkTA4mgafNajpqu3eMGJSV0E0iPjeB+ayqhfeO0=,A00000215390,1,1,0.476,15.43,16.21,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_018,GRSM_018.basePlot.cfc,distributed,njZEDkTA4mhFup0FJPzIY5vbx/0vnz0GQdWqte9BgrQ=,A00000215393,1,1,0.473,9.6,17.58,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_018,GRSM_018.basePlot.cfc,distributed,njZEDkTA4mjhDL9En1bZPEzBjld8TAZgNjvg0qBBOGs=,A00000215394,1,1,0.501,16.4,15.5,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_019,GRSM_019.basePlot.cfc,distributed,njZEDkTA4mgfTL+EWDE/dRmnrD828xIYWUOP1y1kKHs=,A00000215448,1,1,0.488,9.18,10.74,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_019,GRSM_019.basePlot.cfc,distributed,njZEDkTA4mid97yfL+cYL9Sx+ZJ2XfKycopdwOboCyc=,A00000215434,1,1,0.503,11.34,17.08,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_019,GRSM_019.basePlot.cfc,distributed,njZEDkTA4mjixxd8nf1MrpwcRlc7tnzfgcJ6+5+bssI=,A00000215423,1,1,0.489,9.04,10.62,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_025,GRSM_025.basePlot.cfc,distributed,njZEDkTA4mgfENts4k6kSKS7Ctr78pTDBZV8WlPRXfU=,A00000215447,1,1,0.482,14.85,10.07,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_025,GRSM_025.basePlot.cfc,distributed,njZEDkTA4mjbtTUzmCeqwlmeyURSiw28UL9A5nFWpVo=,A00000215426,1,1,0.484,18.59,16.65,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_048,GRSM_048.basePlot.cfc,tower,njZEDkTA4mhQZXVAoTr5scbWVtauAI6AU0Qj24YesFk=,A00000215435,1,1,0.475,13.84,17.11,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_048,GRSM_048.basePlot.cfc,tower,njZEDkTA4miYIxofffXqETUIYrxjg1cnd9WBmLhEhoY=,A00000215429,1,1,0.489,21.82,16.55,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_048,GRSM_048.basePlot.cfc,tower,njZEDkTA4mijW335XiEJ8tWPswutJIZ/kmXfmg3mIB0=,A00000215451,1,1,0.481,8.11,16.23,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_051,GRSM_051.basePlot.cfc,tower,njZEDkTA4mjYCCDsUcpu+VKXv1+gc2WqO1TqnJ2saFE=,A00000215416,1,1,0.497,15.45,19.51,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_052,GRSM_052.basePlot.cfc,tower,njZEDkTA4mgr/skmkfGZhbBrzXgLvnIIrjBDbVUeres=,A00000215409,1,1,0.512,11.13,12.71,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_054,GRSM_054.basePlot.cfc,tower,njZEDkTA4mgom0fwQGr8B1qMGa11nvhsHWKMVhYbQIc=,A00000215400,1,1,0.487,12.79,15.32,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_054,GRSM_054.basePlot.cfc,tower,njZEDkTA4mhboiMCv8lfZSNBeqevC6tnVFQg1ix7URo=,A00000215399,1,1,0.501,10.15,13.02,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_056,GRSM_056.basePlot.cfc,tower,njZEDkTA4mirdD+L+WYVLWtglCfDfpgp+ZUydS1QrZc=,A00000215408,1,1,0.5,19.71,16.22,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_057,GRSM_057.basePlot.cfc,tower,njZEDkTA4mhI6lXWZMUy0Obj95h1Oci7JWbtX8tfAcE=,A00000215433,1,1,0.487,24.39,16.9,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_058,GRSM_058.basePlot.cfc,tower,njZEDkTA4mhMFcNAX+r6TPkdE+rVYq4hOOaEAPrtPLo=,A00000215445,1,1,0.491,8.76,13.08,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_059,GRSM_059.basePlot.cfc,tower,njZEDkTA4mhSkwoOwiHBfndMHDfSOKmtgGN/W3+w3TM=,A00000215391,1,1,0.498,12.6,13.99,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_059,GRSM_059.basePlot.cfc,tower,njZEDkTA4mi2wT7cGdhmi/4by63jH7cTeZXucJjmnTw=,A00000215392,1,1,0.493,7.99,14.8,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_059,GRSM_059.basePlot.cfc,tower,njZEDkTA4miy0Ci3ChLopbRciFW8WbWFn74lghHqM6s=,A00000215398,1,1,0.489,11.08,10.95,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_065,GRSM_065.basePlot.cfc,tower,njZEDkTA4mhGz62hy4Ua0+W4kvyaRjkpXrLfGxYg9JQ=,A00000215404,1,1,0.491,20.54,15.71,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_066,GRSM_066.basePlot.cfc,tower,njZEDkTA4mgnbzd0NC/ITDp+6WAL8jwPCzMJmA5CVtQ=,A00000215395,1,1,0.493,25.85,14.12,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_066,GRSM_066.basePlot.cfc,tower,njZEDkTA4mhnP2ZCM56JSBSL4oR5zW09C1tzQ/IWT6E=,A00000215417,1,1,0.475,9.39,12.77,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_066,GRSM_066.basePlot.cfc,tower,njZEDkTA4mhu3evytqhDBjXqcmC0S2SE+TQXwV6Hiwc=,A00000215406,1,1,0.506,13,18.79,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,GRSM,cfc_lignin,2021,GRSM,GRSM_066,GRSM_066.basePlot.cfc,tower,njZEDkTA4mj9pGXo5u6MhQK2JDrv1wICBL5SGH4djFY=,A00000215397,1,1,0.496,6.81,13.03,2021,2021,number,gram,percent,percent,NA,NA
