dpID,site,table,years_available_averaged,siteID,n_raw_records,shapefileAopYear_mean_2018_2024,year_download_mean_2018_2024,shapefileAopYear_mean_2018_2024_unit,year_download_mean_2018_2024_unit
DP1.10026.001,NIWO,cfc_shapefile,2024,NIWO,1,2023,2024,NA,NA
