dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_001,DELA_001.basePlot.bgc,M,59,6.58677966101695,5.878135593220339,10.030508474576271,13.559322033898308,1.3559322033898304,10.023728813559321,21.016949152542374,2.0983050847457627,2021.050847457627,2021.050847457627,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_002,DELA_002.basePlot.bgc,M,51,5.6641176470588235,5.031176470588235,10.047058823529412,14.509803921568626,1.4470588235294115,10.062745098039215,23.137254901960784,2.303921568627451,2021.0392156862745,2021.0392156862745,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_003,DELA_003.basePlot.bgc,M,60,5.698166666666666,5.084833333333333,10.026666666666667,13.833333333333336,1.3816666666666664,10.021666666666667,21.666666666666668,2.163333333333333,2021.05,2021.05,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_004,DELA_004.basePlot.bgc,M,60,5.847666666666667,5.219166666666666,10.05,13.5,1.3500000000000003,10.046666666666667,21,2.0966666666666667,2021.05,2021.05,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_005,DELA_005.basePlot.bgc,M,60,6.661,6.043166666666667,10.046666666666667,13.5,1.3500000000000003,10.048333333333334,21,2.0933333333333333,2021.05,2021.05,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_014,DELA_014.basePlot.bgc,M,60,6.4191666666666665,5.846666666666667,10.036666666666667,13.5,1.3500000000000003,10.035,21,2.1,2021.05,2021.05,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_037,DELA_037.basePlot.bgc,M,60,5.580333333333333,4.810333333333333,10.028333333333332,13.833333333333336,1.3850000000000002,10.021666666666667,21.666666666666668,2.16,2021.05,2021.05,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_038,DELA_038.basePlot.bgc,M,59,5.429830508474576,4.579152542372881,10.033898305084746,13.389830508474578,1.3372881355932202,10.033898305084746,21.016949152542374,2.1016949152542375,2021.1016949152543,2021.1016949152543,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_040,DELA_040.basePlot.bgc,M,58,5.530172413793103,4.715,10.055172413793104,14.310344827586206,1.4310344827586206,10.056896551724138,22.413793103448278,2.2379310344827585,2021.0172413793102,2021.0172413793102,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,DELA,sls_soilpH,2018-2024,DELA,DELA_041,DELA_041.basePlot.bgc,M,57,5.267368421052631,4.490526315789474,10.04561403508772,14.035087719298245,1.4035087719298243,10.049122807017543,22.45614035087719,2.243859649122807,2021.157894736842,2021.157894736842,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
