uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
1229b653-2273-40cf-ae72-81e13633ac0e,D08,TALL,TALL_002,TALL_002.basePlot.bgc,2022-06-06T13:06:00Z,2022-06-06T13:50:00Z,TALL.peakGreenness.2022,NEON.DOC.014048vO,TALL_002-M-41-20220606|TALL_002-M-23-20220606|TALL_002-M-39-20220606,TALL_002-M-20220606-COMP,B00000091871,OK,NA,0000-0003-3172-1559,NA,NA,20251217T193726Z,RELEASE-2026,DP1.10086.001,TALL,2022,sls_metagenomicsPooling
