dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_006,STER_006.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_010,STER_010.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_011,STER_011.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_012,STER_012.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_016,STER_016.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_026,STER_026.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_027,STER_027.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_028,STER_028.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_029,STER_029.basePlot.bgc,1,2022,2022,NA,NA
DP1.10086.001,STER,sls_metagenomicsPooling,2018-2024,STER,STER_031,STER_031.basePlot.bgc,1,2022,2022,NA,NA
