dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,14,obstruction,1,1.5,35.5,17.972768,-66.851235,20.1,149.5,0.14,0,19.2,2,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,15,entire,3,11.166666666666666,24,17.972768,-66.851235,20.1,149.5,0.14,0,19.466666666666665,2,NA,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,15,maximum,9,15.944444444444445,24.333333333333332,17.972768,-66.851235,20.1,149.5,0.14,0,25.333333333333332,3.1,1,2022.3333333333333,2022.3333333333333,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,15,other,1,7,5.5,17.972768,-66.851235,20.1,149.5,0.14,0,24.5,0.5,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,16,other,1,2.5,6,17.972768,-66.851235,20.1,149.5,0.14,0,26.8,3,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,16.5,entire,3,14.833333333333332,18.5,17.972768,-66.851235,20.1,149.5,0.14,0,22,2.3333333333333335,NA,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,17,maximum,3,17.666666666666668,22.5,17.972768,-66.851235,20.1,149.5,0.14,0,26.333333333333332,5.666666666666667,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,17,obstruction,1,36,34,17.972768,-66.851235,20.1,149.5,0.14,0,23.3,5,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,17,other,3,22.333333333333332,26.833333333333332,17.972768,-66.851235,20.1,149.5,0.14,0,22.2,2,1,2018.3333333333333,2018.3333333333333,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,GUAN,sls_soilCoreCollection,2018-2024,GUAN,GUAN_001,GUAN_001.basePlot.bgc,distributed,M,0,18,maximum,1,38,24,17.972768,-66.851235,20.1,149.5,0.14,0,27,3.3,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
