dpID,site,table,years_available_averaged,siteID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,freshMass_mean_2018_2024,dryMass_mean_2018_2024,scannedLeafNumber_mean_2018_2024,leafArea_mean_2018_2024,percentGreen_mean_2018_2024,leafMassPerArea_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,freshMass_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,scannedLeafNumber_mean_2018_2024_unit,leafArea_mean_2018_2024_unit,percentGreen_mean_2018_2024_unit,leafMassPerArea_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_001.basePlot.cfc,distributed,qEiBKdJclf/5AmRA23JH+W2kmUxHjrwV++ogq59+qN4=,A00000349326,1,1.289,0.525,74,4395,99,119.5,0.407,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_002.basePlot.cfc,distributed,qEiBKdJclf+zuciOTs6awtAlUO+VeVizaJ/awPbewCI=,A00000349329,1,1.442,0.669,83,8988,99,74.4,0.464,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_003.basePlot.cfc,distributed,qEiBKdJclf8jL/g0bc0AZcOasbT9U26Rj92gTJQtkPw=,A00000349365,1,0.752,0.457,51,4251,97,107.5,0.608,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_004.basePlot.cfc,distributed,qEiBKdJclf8Nc8Zps4Ecx66WU45fWpBkiFOXR5kPlDQ=,A00000349378,1,1.149,0.503,NA,5481,99,91.8,0.438,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_005.basePlot.cfc,distributed,qEiBKdJclf+XliQfAK4VfPLdqWRFQBFMaNu0d9KSshw=,A00000349317,1,1.314,0.705,79,9549,94,73.8,0.537,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_006.basePlot.cfc,distributed,qEiBKdJclf/gO40VAdsYAeVdeuFcKvgMOARbf8hYPuk=,A00000349315,1,0.846,0.401,49,4701,99,85.3,0.474,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_007.basePlot.cfc,distributed,qEiBKdJclf+UIH0MwQ7rugyZaI+l5oO7N1Z+JL0sSog=,A00000349348,1,1.645,0.693,72,7652,99,90.6,0.421,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_008.basePlot.cfc,distributed,qEiBKdJclf/GxjoPx/Zr8yLlsKxU8AIXRciIrRuIR4E=,A00000349316,1,1.481,0.615,121,5907,99,104.1,0.415,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_009.basePlot.cfc,distributed,qEiBKdJclf9sGhplCozPmr+N1SxJtkzyHE/s7H6dvFI=,A00000349349,1,1.381,0.589,132,6659,99,88.5,0.427,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_010.basePlot.cfc,distributed,qEiBKdJclf+Kof9F/RlrR4yNAT8b8NKez0QVOdl3BR8=,A00000349313,1,0.911,0.415,98,4624,100,89.7,0.456,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_011.basePlot.cfc,distributed,qEiBKdJclf+nR681TpDMX93nY5z8LJNfPAJvUEDMRQU=,A00000349319,1,0.883,0.376,31,4327,97,86.9,0.426,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_012.basePlot.cfc,distributed,qEiBKdJclf+pOMJALhbbHWyI9Y1bK+1Q1jDRq8DbwB4=,A00000349380,1,1.539,0.631,86,5502,100,114.7,0.41,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_013.basePlot.cfc,distributed,qEiBKdJclf8wwTlGiZ1D7HvBRZKL5Y046gfjxXsNask=,A00000349328,1,1.453,0.566,87,6178,100,91.6,0.39,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_014.basePlot.cfc,distributed,qEiBKdJclf/YTFGQgd1EGU2BAxFP+eZeHY4Qt4gNq7E=,A00000349333,1,1.158,0.462,58,4896,98,94.4,0.399,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_016.basePlot.cfc,distributed,qEiBKdJclf/qUXnIi09tl//4D4TGs3QgMB3zZJ1QPhQ=,A00000349335,1,1.372,0.595,90,6643,100,89.6,0.434,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_017.basePlot.cfc,distributed,qEiBKdJclf8TB3rUZU0kB2ybHDzQGqyn4CudCsus1bY=,A00000349332,1,2.231,0.669,40,7822,100,85.5,0.3,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_041.basePlot.cfc,tower,qEiBKdJclf/Qzzrb+epfBdOsT/LuhgjSzh7Yd4mJE2c=,A00000349361,1,0.317,0.144,30,1326,98,108.6,0.454,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_042.basePlot.cfc,tower,qEiBKdJclf/N8NkyLma/b3gOWVkbZS3jdGaxPuDuLso=,A00000349344,1,1.682,0.783,134,7937,100,98.7,0.466,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_043.basePlot.cfc,tower,qEiBKdJclf+43qa99xh4YWavwnjndGXXaVDmv3X/SGo=,A00000349364,1,1.387,0.551,67,8096,94,68.1,0.397,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,TOOL,cfc_LMA,2022,TOOL,TOOL_044.basePlot.cfc,tower,qEiBKdJclf9O9QxrtCWSWgddpc8EXWG8NIGn0lr0rfA=,A00000349347,1,1.699,0.669,53,8788,93,76.1,0.394,2022,2022,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
