dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_001,TOOL_001.basePlot.cfc,distributed,qEiBKdJclf/5AmRA23JH+W2kmUxHjrwV++ogq59+qN4=,A00000349326,1,3.55,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_002,TOOL_002.basePlot.cfc,distributed,qEiBKdJclf+zuciOTs6awtAlUO+VeVizaJ/awPbewCI=,A00000349329,1,4.09,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_003,TOOL_003.basePlot.cfc,distributed,qEiBKdJclf8jL/g0bc0AZcOasbT9U26Rj92gTJQtkPw=,A00000349365,1,2.55,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_004,TOOL_004.basePlot.cfc,distributed,qEiBKdJclf8Nc8Zps4Ecx66WU45fWpBkiFOXR5kPlDQ=,A00000349378,1,4.34,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_005,TOOL_005.basePlot.cfc,distributed,qEiBKdJclf+XliQfAK4VfPLdqWRFQBFMaNu0d9KSshw=,A00000349317,1,4.82,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_006,TOOL_006.basePlot.cfc,distributed,qEiBKdJclf/gO40VAdsYAeVdeuFcKvgMOARbf8hYPuk=,A00000349315,1,2.86,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_007,TOOL_007.basePlot.cfc,distributed,qEiBKdJclf+UIH0MwQ7rugyZaI+l5oO7N1Z+JL0sSog=,A00000349348,1,4.78,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_008,TOOL_008.basePlot.cfc,distributed,qEiBKdJclf/GxjoPx/Zr8yLlsKxU8AIXRciIrRuIR4E=,A00000349316,1,3.71,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_009,TOOL_009.basePlot.cfc,distributed,qEiBKdJclf9sGhplCozPmr+N1SxJtkzyHE/s7H6dvFI=,A00000349349,1,3.66,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_010,TOOL_010.basePlot.cfc,distributed,qEiBKdJclf+Kof9F/RlrR4yNAT8b8NKez0QVOdl3BR8=,A00000349313,1,3.93,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_011,TOOL_011.basePlot.cfc,distributed,qEiBKdJclf+nR681TpDMX93nY5z8LJNfPAJvUEDMRQU=,A00000349319,1,4.47,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_012,TOOL_012.basePlot.cfc,distributed,qEiBKdJclf+pOMJALhbbHWyI9Y1bK+1Q1jDRq8DbwB4=,A00000349380,1,4.1,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_013,TOOL_013.basePlot.cfc,distributed,qEiBKdJclf8wwTlGiZ1D7HvBRZKL5Y046gfjxXsNask=,A00000349328,1,3.81,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_014,TOOL_014.basePlot.cfc,distributed,qEiBKdJclf/YTFGQgd1EGU2BAxFP+eZeHY4Qt4gNq7E=,A00000349333,1,4.73,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_016,TOOL_016.basePlot.cfc,distributed,qEiBKdJclf/qUXnIi09tl//4D4TGs3QgMB3zZJ1QPhQ=,A00000349335,1,4.27,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_017,TOOL_017.basePlot.cfc,distributed,qEiBKdJclf8TB3rUZU0kB2ybHDzQGqyn4CudCsus1bY=,A00000349332,1,6.83,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_041,TOOL_041.basePlot.cfc,tower,qEiBKdJclf/Qzzrb+epfBdOsT/LuhgjSzh7Yd4mJE2c=,A00000349361,1,3.87,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_042,TOOL_042.basePlot.cfc,tower,qEiBKdJclf/N8NkyLma/b3gOWVkbZS3jdGaxPuDuLso=,A00000349344,1,3.62,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_043,TOOL_043.basePlot.cfc,tower,qEiBKdJclf+43qa99xh4YWavwnjndGXXaVDmv3X/SGo=,A00000349364,1,3.28,2022,2022,gram,NA,NA
DP1.10026.001,TOOL,cfc_chemistrySubsampling,2022,TOOL,TOOL_044,TOOL_044.basePlot.cfc,tower,qEiBKdJclf9O9QxrtCWSWgddpc8EXWG8NIGn0lr0rfA=,A00000349347,1,3.62,2022,2022,gram,NA,NA
