uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
e4676dee-87a7-4b17-b961-49962fae4498,D03,OSBS,OSBS_001,OSBS_001.basePlot.bgc,2020-07-06T17:28:00Z,2020-07-06T17:59:00Z,OSBS.peakGreenness.2020,NEON.DOC.014048vN,OSBS_001-O-32.5-21-20200706|OSBS_001-O-13-30.5-20200706,OSBS_001-O-20200706-COMP,B00000024843,OK,NA,0000-0001-8642-686X,NA,NA,20251217T193650Z,RELEASE-2026,DP1.10086.001,OSBS,2020,sls_metagenomicsPooling
