uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
f7c3b7ff-f705-48c4-b782-15be77939618,D06,KONA,2024-04-09,2024-04-09,KONA-20240409-BREF1,KONA-20240409-BREF1-A,B00000164545,KONA-20240409-BREF1-B,B00000164544,KONA-20240409-BREF1-C,B00000164546,NA,NA,20251217T193947Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
66be2971-f9dd-42f2-8b43-0ef21ec08081,D06,KONA,2024-04-10,2024-04-10,KONA-20240410-BREF1,KONA-20240410-BREF1-A,B00000164572,KONA-20240410-BREF1-B,B00000164573,KONA-20240410-BREF1-C,B00000164574,NA,NA,20251217T193947Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
fad2ae76-5512-4e3f-a72f-e285fecc9429,D06,KONA,2024-04-11,2024-04-11,KONA-20240411-BREF1,KONA-20240411-BREF1-A,B00000164606,KONA-20240411-BREF1-B,B00000164607,KONA-20240411-BREF1-C,B00000164608,NA,NA,20251217T193947Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
d8455b0c-f093-40e2-9ae5-965883962dd7,D06,KONA,2024-05-07,2024-05-07,KONA-20240507-BREF1,KONA-20240507-BREF1-A,B00000164690,KONA-20240507-BREF1-B,B00000164691,KONA-20240507-BREF1-C,B00000164692,NA,NA,20251217T193838Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
fb63e04c-600d-4c23-943e-4c4d162a1234,D06,KONA,2024-05-08,2024-05-08,KONA-20240508-BREF1,KONA-20240508-BREF1-A,B00000164694,KONA-20240508-BREF1-B,B00000164695,KONA-20240508-BREF1-C,B00000164696,NA,NA,20251217T193838Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
d8947d0a-d5c3-470e-9889-57543a348be0,D06,KONA,2024-05-09,2024-05-09,KONA-20240509-BREF1,KONA-20240509-BREF1-A,B00000164714,KONA-20240509-BREF1-B,B00000164715,KONA-20240509-BREF1-C,B00000164716,NA,NA,20251217T193838Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
d558b32c-8034-45da-8649-fa38b67d119b,D06,KONA,2024-10-08,2024-10-08,KONA-20241008-BREF2,KONA-20241008-BREF2-A,B00000193314,KONA-20241008-BREF2-B,B00000193281,KONA-20241008-BREF2-C,B00000193243,NA,NA,20251217T194028Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
24da8b59-9f79-4500-b204-302b580ff4cc,D06,KONA,2024-10-09,2024-10-09,KONA-20241009-BREF2,KONA-20241009-BREF2-A,B00000193299,KONA-20241009-BREF2-B,B00000193253,KONA-20241009-BREF2-C,B00000193272,NA,NA,20251217T194028Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
4547bb63-fcbc-42e4-a8f8-cec2a93ec3c4,D06,KONA,2024-10-10,2024-10-10,KONA-20241010-BREF2,KONA-20241010-BREF2-A,B00000193247,KONA-20241010-BREF2-B,B00000193273,NA,NA,NA,NA,20251217T194028Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
54a4fc26-9bc0-4db1-8ab9-785cee1bcb6b,D06,KONA,2024-06-18,2024-06-18,KONA-20240618-BREF1,KONA-20240618-BREF1-A,B00000193188,KONA-20240618-BREF1-B,B00000193189,KONA-20240618-BREF1-C,B00000193190,"All blanks were thawed but cold, freezer left open for 4 hours by accident",NA,20251217T193919Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
04164d5f-b495-4ee4-aa78-e57de25f1a7a,D06,KONA,2024-06-19,2024-06-19,KONA-20240619-BREF1,KONA-20240619-BREF1-A,B00000193229,KONA-20240619-BREF1-B,B00000193225,KONA-20240619-BREF1-C,B00000193223,"All blanks were thawed but cold, freezer left open for 4 hours by accident",NA,20251217T193919Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
8457d460-fbb0-455c-a8d3-480ce5da4a8d,D06,KONA,2024-06-21,2024-06-21,KONA-20240621-BREF1,KONA-20240621-BREF1-A,B00000193232,KONA-20240621-BREF1-B,B00000193233,KONA-20240621-BREF1-C,NA,All blanks were thawed but cold. Freezer left open for 4 hours by accident.,NA,20251217T193919Z,RELEASE-2026,DP1.10086.001,KONA,2024,ntr_internalLabBlanks
