dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_001,SRER_001.basePlot.cfc,distributed,jf4sOIyMYqyumbH8dK84wnPxXccKIg5smaJZ/4Q66mE=,A00000279889,1,1,0.474,3.65,10.45,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_001,SRER_001.basePlot.cfc,distributed,jf4sOIyMYqzqOH83ww6JBfXFbXRkAbZaWwfx9LmlmwI=,A00000279754,1,1,0.476,11.05,14.38,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_002,SRER_002.basePlot.cfc,distributed,jf4sOIyMYqxbxXm4XPGCewWwvP5TuojKaggPobynB6Q=,A00000279747,1,1,0.463,10.84,15.19,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_002,SRER_002.basePlot.cfc,distributed,jf4sOIyMYqxdyL0XwKLMSZ9IkxmNUHal6KSBbdulf6M=,A00000279750,1,1,0.466,16.09,12.1,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_002,SRER_002.basePlot.cfc,distributed,jf4sOIyMYqzx568Z6NmRmUomSSmcnM38zV1eNEbYQ/M=,A00000279891,1,1,0.457,3.18,9.32,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_003,SRER_003.basePlot.cfc,distributed,jf4sOIyMYqwChBBhHdmN/wScOWPDeljSx5v5Km1oBmE=,A00000279752,1,1,0.465,12.14,12.58,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_003,SRER_003.basePlot.cfc,distributed,jf4sOIyMYqxH5lh5NevTPhIf4NCcV/LCq3qPCer7AAM=,A00000279893,1,1,0.487,2.6,13.12,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_003,SRER_003.basePlot.cfc,distributed,jf4sOIyMYqxtK6NJ70WgOKezBCAQSNDzPBkrPRbNJ98=,A00000279895,1,1,0.486,14.22,30.3,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqwTQkxTxQGMl28vT/y90y3vGPWp7M9YaVU=,A00000279886,1,1,0.501,3.14,6.82,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqx6wVGq6P1DjblFVlArBUH/SZYkuqpjvdk=,A00000279773,1,1,0.478,10.02,10.63,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqx6wVGq6P1DjdLjlCab33GcXJ22P381QjQ=,A00000279774,1,1,0.489,8.45,11.46,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqyHHfxnzFnK7vbsreNOK3iDPT05w3J3eNM=,A00000279711,1,1,0.5,1.32,13.14,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqyjZ9X7sKVR9U623BPgOeXOl4iPotUNw4w=,A00000279771,1,1,0.474,6.99,9.96,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_004,SRER_004.basePlot.cfc,distributed,jf4sOIyMYqyjZ9X7sKVR9WbW9tfoIlNgluZuqN3i2yk=,A00000279770,1,1,0.5,4.59,7.41,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_005,SRER_005.basePlot.cfc,distributed,jf4sOIyMYqxMWHGAj1ejBy2XZjXwob9UYmnDS8pMq6w=,A00000279764,1,1,0.473,7.56,13.91,2021,2021,number,gram,percent,percent,NA,NA
DP1.10026.001,SRER,cfc_lignin,2021,SRER,SRER_005,SRER_005.basePlot.cfc,distributed,jf4sOIyMYqxdFov1Sz95q3Etl0g68APlJC6hFlash/8=,A00000279753,1,1,0.486,11.24,11.88,2021,2021,number,gram,percent,percent,NA,NA
