dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,S9R44vg6v2/Rn0PdpKa4UbXjjYF9BRtDyJ0hHuSTzvc=,A00000286531,1,2.01,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,S9R44vg6v28OoDmDc+n+k5T3DU7ZN8+4id85y5C19Cg=,A00000286537,1,NA,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_001,MOAB_001.basePlot.cfc,distributed,S9R44vg6v28f+Zts8A8BN6I91/2YUfSnrqwuM00nSrU=,A00000286532,1,1.89,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_002,MOAB_002.basePlot.cfc,distributed,S9R44vg6v2+SKjSdx5MDkjv9caCTGEhRbMk5ant3nyg=,A00000286632,1,6.1,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,S9R44vg6v2+pbBt1Vnwnmay1cwWshwLbol49SJAp9sA=,A00000286490,1,6.02,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,S9R44vg6v2+zzQrNsiiSQR0oz1RAfnr6VMQu+OTwTdc=,A00000286488,1,2.61,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_003,MOAB_003.basePlot.cfc,distributed,S9R44vg6v28Ulz9XyZYlkasmaL98fUCo0sLh221vblY=,A00000286489,1,2.93,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_005,MOAB_005.basePlot.cfc,distributed,S9R44vg6v2/HVigvKOUsg402HWkBPoSMZvyYwM3884c=,A00000286534,1,5.98,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_005,MOAB_005.basePlot.cfc,distributed,S9R44vg6v28kwEsUGHI0epks1I310xBRrDfxkyL2L/k=,A00000286535,1,3.22,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_007,MOAB_007.basePlot.cfc,distributed,S9R44vg6v2/9NxS7VLe+v1B6weS/rC8HinORKWXTVRg=,A00000286528,1,2.01,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_009,MOAB_009.basePlot.cfc,distributed,S9R44vg6v2850hevezE0kVciMhaJCWxEvpBH64PnJXA=,A00000286539,1,2.52,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_009,MOAB_009.basePlot.cfc,distributed,S9R44vg6v299pKiWg3BMs11H8o+jmL16/fZhTDni9K0=,A00000286477,1,1.83,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_010,MOAB_010.basePlot.cfc,distributed,S9R44vg6v2/UPBHhSB8uzHvJQAU8x7Svj0EX1ZRzu30=,A00000286543,1,5.59,2022,2022,gram,NA,NA
DP1.10026.001,MOAB,cfc_chemistrySubsampling,2022,MOAB,MOAB_010,MOAB_010.basePlot.cfc,distributed,S9R44vg6v29asw3BrXkkW9kbsPiyWGVnCDrVL1yv26o=,A00000286542,1,1.65,2022,2022,gram,NA,NA
