dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,3.5,maximum,1,19.5,33,33.397987,-97.568339,20.1,278.1,0.1,0,12.1,1,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,15,other,1,38.5,32.5,33.397987,-97.568339,20.1,278.1,0.1,0,10.9,3,1,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,17.6,obstruction,1,10,4,33.397987,-97.568339,20.1,278.1,0.1,0,18.3,0.8,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,19.1,obstruction,1,22.5,32.5,33.397987,-97.568339,20.1,278.1,0.1,0,19.3,0.4,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,21,obstruction,1,10,4,33.397987,-97.568339,20.1,278.1,0.1,0,16.7,0.7,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,22.3,obstruction,1,22.5,32.5,33.397987,-97.568339,20.1,278.1,0.1,0,22.1,0.1,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,26.8,other,1,12.5,39,33.397987,-97.568339,20.1,278.1,0.1,0,19.2,0.8,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,28.5,maximum,1,2,5,33.397987,-97.568339,20.1,278.1,0.1,0,18.8,0.5,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,29,maximum,7,26.571428571428573,22.214285714285715,33.397987,-97.568339,20.1,278.1,0.1,0,15.457142857142857,1.1857142857142857,1,2022.4285714285713,2022.4285714285713,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,29.1,maximum,1,12.5,39,33.397987,-97.568339,20.1,278.1,0.1,0,17.6,0.5,1,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,29.5,maximum,5,23.5,17.9,33.397987,-97.568339,20.1,278.1,0.1,0,12.559999999999999,2.1999999999999997,1,2022.2,2022.2,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,30,entire,1,0.5,32,33.397987,-97.568339,20.1,278.1,0.1,0,8.2,0,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,30,maximum,30,23.4,14.883333333333333,33.397987,-97.568339,20.1,278.1,0.1,0,15.025,0.8033333333333332,1,2020.5,2020.5,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,30.5,maximum,1,35.5,17,33.397987,-97.568339,20.1,278.1,0.1,0,14.5,0.8,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,CLBJ,sls_soilCoreCollection,2018-2024,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,tower,M,0,31,entire,2,33.25,18.75,33.397987,-97.568339,20.1,278.1,0.1,0,7.45,0,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
