uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
9bf16fb9-8185-4a2c-938a-67e98c7dcddc,DCFS_005.basePlot.cfc,D09,DCFS,DCFS_005,distributed,v88ICFxFvSwgZkh4ogkDKbH7s7QdHB5NyTEjy2fQGQU=,A00000327425,v88ICFxFvSwgZkh4ogkDKbH7s7QdHB5NnFXMNgpyJY4=,A00000327640,2023-06-20T14:49:00Z,2023-12-01,1,0.2,25,0.164,2.138,0.473,0.16,0.322,37.7,75.8,7.4,11.2,27.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
74e491f3-d7e6-4651-b791-338669e76eae,DCFS_006.basePlot.cfc,D09,DCFS,DCFS_006,distributed,v88ICFxFvSwJre5bh6WOjug72tCqxReypyhywhNNJDg=,A00000327426,v88ICFxFvSwJre5bh6WOjug72tCqxReyXn3kQ+CyBAE=,A00000327639,2023-06-20T19:12:00Z,2023-12-01,1,0.202,25,0.254,2.807,1.09,0.25,0.51,77.4,58,8.5,16.6,37.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
a9df9a79-4e13-4d37-ba7b-8217ec7a0643,DCFS_004.basePlot.cfc,D09,DCFS,DCFS_004,distributed,v88ICFxFvSxmT84U8WZ1hxTaFip/DdCaAYVEj4AgOpw=,A00000327424,v88ICFxFvSxmT84U8WZ1hxTaFip/DdCaFmeVRYrTwaw=,A00000327643,2023-06-20T19:21:00Z,2023-12-01,1,0.204,25,0.178,2.156,0.679,0.164,0.16,34.7,47.7,6.2,15,16.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
1aab4b90-9c27-48c5-b738-a03df5652e6e,DCFS_009.basePlot.cfc,D09,DCFS,DCFS_009,distributed,v88ICFxFvSzqhe7PHgMrWa3ldfdpme32JoeCWYe83/4=,A00000327429,v88ICFxFvSzqhe7PHgMrWa3ldfdpme3277+Sx2jefLg=,A00000327634,2023-06-20T22:15:00Z,2023-12-01,1,0.199,25,0.141,1.43,0.862,0.497,0.155,76.9,41.8,5,20.7,22.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
ecf0b289-25f3-48dd-9a33-b60c045abfc8,DCFS_003.basePlot.cfc,D09,DCFS,DCFS_003,distributed,v88ICFxFvSwXO3O0Smu0I5V9yFgULaLbABCGRR8bkxs=,A00000327423,v88ICFxFvSwXO3O0Smu0I5V9yFgULaLb3RFkSrq97vY=,A00000327625,2023-06-20T23:46:00Z,2023-12-01,1,0.203,25,0.142,2.111,0.566,0.351,0.235,47.1,58.7,8.1,22.8,26.8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
204e3133-bf70-4b87-a14e-fcdbfb9d77e4,DCFS_065.basePlot.cfc,D09,DCFS,DCFS_065,tower,v88ICFxFvSzXzlUtmZ8NrLuFRzV8uEIiO/G2jfrTuwA=,A00000327450,v88ICFxFvSzXzlUtmZ8NrLuFRzV8uEIi8wppr87KJgw=,A00000327632,2023-06-21T14:40:00Z,2023-12-01,1,0.204,25,0.168,2.518,0.459,0.258,0.137,49.7,39.7,4,24.8,14.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
f9ee1bdd-63a9-42d0-b2f3-cd31a412570e,DCFS_062.basePlot.cfc,D09,DCFS,DCFS_062,tower,v88ICFxFvSxRuLTUkcJFpu3QqWtRgay919QBuMMgF/4=,A00000327452,v88ICFxFvSxRuLTUkcJFpu3QqWtRgay9wm4imLZoVA0=,A00000327637,2023-06-21T15:22:00Z,2023-12-01,1,0.203,25,0.157,2.722,0.925,0.409,0.225,48.8,60.9,8.2,29.1,24.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
2e887bc1-d03b-4558-834d-be3bc5340f68,DCFS_014.basePlot.cfc,D09,DCFS,DCFS_014,distributed,v88ICFxFvSx1hbtDE4wIytpRg1dpggadzDJlm22uTgc=,A00000327434,v88ICFxFvSx1hbtDE4wIytpRg1dpggadN6DKoM9Rh0w=,A00000327642,2023-06-21T16:02:00Z,2023-12-01,1,0.201,25,0.135,1.995,0.416,0.163,0.14,39.1,45.7,5.3,13.7,18.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
c731ff02-eab8-4bf5-bde5-d7b7c5cd09be,DCFS_067.basePlot.cfc,D09,DCFS,DCFS_067,tower,v88ICFxFvSwfx5GY6iRkcIuUkR8gBkG2Vk7eI4pyKNI=,A00000327449,v88ICFxFvSwfx5GY6iRkcIuUkR8gBkG2I6U/Lc8s8y4=,A00000327631,2023-06-21T16:05:00Z,2023-12-01,1,0.201,25,0.125,1.975,0.819,0.245,0.149,37.8,60.2,5.4,18.7,16.3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
01fac756-d1f0-40e4-adf7-ff668228a3cc,DCFS_015.basePlot.cfc,D09,DCFS,DCFS_015,distributed,v88ICFxFvSz6/mCR0HEATIB6xn9hHwoWa3g6d5b4DXw=,A00000327435,v88ICFxFvSz6/mCR0HEATIB6xn9hHwoWIPRi9x+FLmA=,A00000327641,2023-06-21T16:58:00Z,2023-12-01,1,0.203,25,0.205,2.515,0.431,0.162,0.153,65.1,42.9,10.2,12.9,18.9,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,CiJPjd2CIin000O9ujraZQ==,NA,20260106T160205Z,RELEASE-2026,DP1.10026.001,DCFS,2023,cfc_elements
