dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,n_raw_records,d15N_mean_2018_2024,organicd13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,organicCPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,organicd13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,organicCPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_001,UKFS_001.basePlot.bgc,distributed,7,3.5285714285714285,-22.414285714285715,0.4328571428571429,5.402857142857143,12.77142857142857,1.1428571428571428,2020.857142857143,2020.857142857143,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_002,UKFS_002.basePlot.bgc,distributed,6,4.7,-21.766666666666666,0.4,4.786666666666667,12,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_003,UKFS_003.basePlot.bgc,distributed,6,5.066666666666666,-21.733333333333334,0.23333333333333334,2.735,11.683333333333334,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_004,UKFS_004.basePlot.bgc,distributed,7,5,-21.228571428571428,0.29285714285714287,3.16,10.814285714285715,1.1428571428571428,2020.142857142857,2020.142857142857,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_005,UKFS_005.basePlot.bgc,distributed,6,3.216666666666667,-24.716666666666665,0.28833333333333333,3.598333333333333,12.333333333333334,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_009,UKFS_009.basePlot.bgc,distributed,6,2.1666666666666665,-18.933333333333334,0.14166666666666666,1.95,13.8,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_031,UKFS_031.basePlot.bgc,tower,6,4.266666666666667,-23.53333333333333,0.30833333333333335,3.3933333333333335,10.883333333333333,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_032,UKFS_032.basePlot.bgc,tower,7,2.428571428571429,-24.642857142857142,0.31285714285714283,3.58,11.257142857142858,1.1428571428571428,2020.857142857143,2020.857142857143,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_043,UKFS_043.basePlot.bgc,tower,7,2.6857142857142855,-25.342857142857145,0.32285714285714284,3.9785714285714286,12.614285714285714,1.1428571428571428,2020.142857142857,2020.142857142857,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,UKFS,sls_soilChemistry,2018-2024,UKFS,UKFS_044,UKFS_044.basePlot.bgc,tower,6,4,-24.766666666666666,0.33166666666666667,4.015000000000001,12.266666666666666,1,2020.5,2020.5,permill,permill,percent,percent,NA,number,NA,NA
