dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_001,UKFS_001.basePlot.bgc,M,6,183,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_002,UKFS_002.basePlot.bgc,M,6,159.93333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_003,UKFS_003.basePlot.bgc,M,6,195.4,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_004,UKFS_004.basePlot.bgc,M,6,139.53333333333333,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_005,UKFS_005.basePlot.bgc,M,6,176.6,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_009,UKFS_009.basePlot.bgc,M,6,95.16666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_031,UKFS_031.basePlot.bgc,M,6,172.46666666666667,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_032,UKFS_032.basePlot.bgc,M,6,139.66666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_043,UKFS_043.basePlot.bgc,M,6,195.73333333333332,2020.5,2020.5,gram,NA,NA
DP1.10086.001,UKFS,sls_bgcSubsampling,2018-2024,UKFS,UKFS_044,UKFS_044.basePlot.bgc,M,6,169.1,2020.5,2020.5,gram,NA,NA
