dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_001,SRER_001.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_002,SRER_002.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_003,SRER_003.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_004,SRER_004.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_005,SRER_005.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_006,SRER_006.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_043,SRER_043.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_047,SRER_047.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_052,SRER_052.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
DP1.10086.001,SRER,sls_metagenomicsPooling,2018-2024,SRER,SRER_053,SRER_053.basePlot.bgc,6,2021.1666666666667,2021.1666666666667,NA,NA
