uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
a22c7a73-7152-4921-ad9c-e98d697fa5bf,D08,TALL,TALL_054,TALL_054.basePlot.bgc,2024-06-17T13:13:00Z,2024-06-17T14:20:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_054-M-41-20240617|TALL_054-M-23-20240617|TALL_054-M-21-20240617,TALL_054-M-20240617-COMP,B00000092734,OK,2024-06-17T14:20:00Z,0000-0003-3172-1559,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
0ed94086-6df3-4b17-a8cc-151540fdd22e,D08,TALL,TALL_051,TALL_051.basePlot.bgc,2024-06-17T16:29:00Z,2024-06-17T17:21:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_051-M-21-20240617|TALL_051-M-39-20240617|TALL_051-M-41-20240617,TALL_051-M-20240617-COMP,B00000057218,OK,2024-06-17T17:21:00Z,0000-0003-3172-1559,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
35121eb2-b871-4ae7-85f0-493fda64edf8,D08,TALL,TALL_004,TALL_004.basePlot.bgc,2024-06-18T13:15:00Z,2024-06-18T13:53:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_004-M-23-20240618|TALL_004-M-39-20240618|TALL_004-M-41-20240618,TALL_004-M-20240618-COMP,B00000094937,OK,2024-06-18T13:53:00Z,0000-0002-8839-6825,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
eb9953ba-5ab8-43b1-a2cb-a4fa3c3f54a4,D08,TALL,TALL_003,TALL_003.basePlot.bgc,2024-06-18T15:23:00Z,2024-06-18T15:56:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_003-M-39-20240618|TALL_003-M-41-20240618|TALL_003-M-23-20240618,TALL_003-M-20240618-COMP,B00000094936,OK,2024-06-18T15:56:00Z,0000-0002-8839-6825,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
3668b88c-c115-41da-8f36-ca87a1285ec1,D08,TALL,TALL_002,TALL_002.basePlot.bgc,2024-06-18T17:06:00Z,2024-06-18T17:47:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_002-M-41-20240618|TALL_002-M-39-20240618|TALL_002-M-21-20240618,TALL_002-M-20240618-COMP,B00000094935,OK,2024-06-18T17:47:00Z,0000-0002-8839-6825,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
08dd7cdd-ca38-4bff-9bfe-1f7b8668a704,D08,TALL,TALL_047,TALL_047.basePlot.bgc,2024-06-19T12:57:00Z,2024-06-19T13:36:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_047-M-21-20240619|TALL_047-M-41-20240619|TALL_047-M-39-20240619,TALL_047-M-20240619-COMP,B00000094940,OK,2024-06-19T13:36:00Z,0000-0002-8839-6825,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
1186894e-bae1-4edb-8555-fdc5497b2638,D08,TALL,TALL_007,TALL_007.basePlot.bgc,2024-06-19T13:27:00Z,2024-06-19T14:05:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_007-M-41-20240619|TALL_007-M-21-20240619|TALL_007-M-23-20240619,TALL_007-M-20240619-COMP,B00000094939,OK,2024-06-19T14:05:00Z,0000-0002-7122-6408,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
eade0e1f-2332-4186-9d21-6fce9a63cf2d,D08,TALL,TALL_044,TALL_044.basePlot.bgc,2024-06-19T14:11:00Z,2024-06-19T14:46:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_044-M-39-20240619|TALL_044-M-23-20240619|TALL_044-M-21-20240619,TALL_044-M-20240619-COMP,B00000094950,OK,2024-06-19T14:46:00Z,0000-0002-8839-6825,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
1cfd2fa4-7f99-4b4a-98e6-cc916f0c967d,D08,TALL,TALL_001,TALL_001.basePlot.bgc,2024-06-19T15:21:00Z,2024-06-19T16:05:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_001-M-23-20240619|TALL_001-M-21-20240619|TALL_001-M-41-20240619,TALL_001-M-20240619-COMP,B00000094934,OK,2024-06-19T16:05:00Z,0000-0002-7122-6408,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
5fb0217f-6a57-4c1e-abda-ecadd4787655,D08,TALL,TALL_006,TALL_006.basePlot.bgc,2024-06-19T17:21:00Z,2024-06-19T17:51:00Z,TALL.peakGreenness.2024,NEON.DOC.014048vP,TALL_006-M-41-20240619|TALL_006-M-23-20240619|TALL_006-M-39-20240619,TALL_006-M-20240619-COMP,B00000094938,OK,2024-06-19T17:51:00Z,0000-0002-7122-6408,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,TALL,2024,sls_metagenomicsPooling
