dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccc1oGYEv/Hvdr9YT8MOHFN65zWlRHTs4p8=,A00000155778,1,6.1,-30.7,1.57,52.8,33.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccc1oGYEv/HvdrCNIOEe3HCGITYjFSF4xx8=,A00000155814,1,7.2,-28.3,1.26,52.52,41.7,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=,A00000000748,1,-5.3,-29.9,1.6,48.37,30.2,1,2018,2018,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=,A00000000761,1,-3.3,-32.1,2,49.37,24.6,1,2018,2018,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=,A00000000779,1,-2.7,-29.3,1.91,49.21,25.8,1,2018,2018,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccffTtmrmjG0vaUgGvBLYrJtFi78Ky+3xxA=,A00000155810,1,1.1,-29.5,2.03,50.46,24.8,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_001,HARV_001.basePlot.cfc,distributed,AVQkM2txccffTtmrmjG0vfDOMRjlfEino/UfebNl8GE=,A00000155801,1,1.7,-28.1,2.41,51.47,21.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_002,HARV_002.basePlot.cfc,distributed,AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=,A00000000784,1,-2.6,-29.9,1.93,49.28,25.5,1,2018,2018,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_002,HARV_002.basePlot.cfc,distributed,AVQkM2txccdwqwobATHHU5MDYfIbS3q5cDHIdDLZv60=,A00000155835,1,1.7,-28.3,2.2,50.58,23,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,HARV,cfc_carbonNitrogen,"2018,2024",HARV,HARV_002,HARV_002.basePlot.cfc,distributed,AVQkM2txccfiSjgtVV+ppomb1+ppDI05pWXG32mxdaw=,A00000155819,1,2.8,-30.7,2.17,50.89,23.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
