dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_001,KONA_001.basePlot.cfc,distributed,TZWCJg6TW/2miF44AOhgm42nnCBdulELqc1FOBQ7Oh4=,A00000439197,1,-3.4,-28.9,2.3,49.41,21.5,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_001,KONA_001.basePlot.cfc,distributed,TZWCJg6TW/2miF44AOhgm6HWUcCW0YE/pmGGeVGEkvI=,A00000043041,1,1.3,-29.6,3.63,43.14,11.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_002,KONA_002.basePlot.cfc,distributed,TZWCJg6TW/39VzReYR6TW60bZQ/Pcv6IzqHS+/a5nqI=,A00000043050,2,-0.8500000000000001,-12.05,2.9,44.305,15.25,1.5,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_002,KONA_002.basePlot.cfc,distributed,TZWCJg6TW/39VzReYR6TWx9u6oxo8XsfAIafdYNJr4c=,A00000439213,1,-1.9,-30,3.96,49.21,12.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_003,KONA_003.basePlot.cfc,distributed,TZWCJg6TW/0O1vZb8ajk4gxmys0fre1PzqFIofFrOYg=,A00000043035,1,2,-28.1,2.58,42.38,16.4,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_003,KONA_003.basePlot.cfc,distributed,TZWCJg6TW/0O1vZb8ajk4h1q27TQukgsvu+e00GzxeM=,A00000439166,1,2.6,-11.8,3.31,44.81,13.5,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_004,KONA_004.basePlot.cfc,distributed,TZWCJg6TW/2mzTqeqoMD0XmQKRu6lqKOFFjkal/FHMk=,A00000439182,1,2,-11.7,2.52,47.57,18.9,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_004,KONA_004.basePlot.cfc,distributed,TZWCJg6TW/2mzTqeqoMD0dv0EBc+PHv6OZPkH2dLZag=,A00000043046,1,6.5,-29.5,2.86,40.41,14.2,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_005,KONA_005.basePlot.cfc,distributed,TZWCJg6TW/3idmzY1w4ETTmfKpMvS0fgTvaNsf1WD+A=,A00000043034,1,6.9,-11.5,2.21,39.3,17.8,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_005,KONA_005.basePlot.cfc,distributed,TZWCJg6TW/3idmzY1w4ETTmwxela1Mx1Joj5RKYA0Zo=,A00000439198,1,5.4,-11.6,3.64,45.89,12.6,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_006,KONA_006.basePlot.cfc,distributed,TZWCJg6TW/3WdFY5NZoci+UhYtn7buqD3v/6i9eUpDc=,A00000043049,1,-1.9,-12.3,2.75,43.72,15.9,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_006,KONA_006.basePlot.cfc,distributed,TZWCJg6TW/3WdFY5NZoci9kqUZQb5DrPSIZ0L/NSxTQ=,A00000439214,1,-2,-12,1.39,45.38,32.6,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_007,KONA_007.basePlot.cfc,distributed,TZWCJg6TW/3fGyqt6SsAY/oBBixjZnxpdNvIsXRuHno=,A00000439230,1,-3.1,-12.1,3.96,44.99,11.4,1,2024,2024,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_007,KONA_007.basePlot.cfc,distributed,TZWCJg6TW/3fGyqt6SsAYyxy2Sn89wXzPbsCifHwSGI=,A00000043044,1,-0.2,-29.2,4.39,38.07,8.7,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONA,cfc_carbonNitrogen,"2019,2024",KONA,KONA_008,KONA_008.basePlot.cfc,distributed,TZWCJg6TW/3ICFJHpBUFClwiWRlvz7HvcmYVFR8YJSk=,A00000043037,1,0.5,-28,1.05,43.51,41.5,1,2019,2019,permill,permill,percent,percent,NA,number,NA,NA
