dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_001,CLBJ_001.basePlot.cfc,tower,+Bzwz4UdNwRGtRw0dtxs1wl2LPHPpLnQUAOawvKOEnU=,A00000419771,1,8.8,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_001,CLBJ_001.basePlot.cfc,tower,+Bzwz4UdNwRuKiaPM//J3gE48RZtHLlQyFu/iKmACek=,A00000419769,1,6.5,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_001,CLBJ_001.basePlot.cfc,tower,+Bzwz4UdNwRuKiaPM//J3os8PsXm7L7vi8RMJAlCsVE=,A00000104204,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_003,CLBJ_003.basePlot.cfc,tower,+Bzwz4UdNwQwjGDpvrArt4d5700hxFky/84GRHk8ZOw=,A00000421136,1,5.98,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_005,CLBJ_005.basePlot.cfc,tower,+Bzwz4UdNwQsBLExugadaF/FQFxWSx6ipB5qSAkFJrw=,A00000421138,1,7.36,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_005,CLBJ_005.basePlot.cfc,tower,+Bzwz4UdNwRzWJwQUiVAfYlt7T3IjuNWH3U43ke97e8=,A00000278371,1,7.26,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_006,CLBJ_006.basePlot.cfc,tower,+Bzwz4UdNwQnNGcMLlk5bv2cen0pF3TZw8j8cPtJj5U=,A00000421139,1,7.15,2024,2024,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_008,CLBJ_008.basePlot.cfc,tower,+Bzwz4UdNwQ9acRmof3NoJG9SKzfhQbdvhFyqPdQT6Q=,A00000052474,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_008,CLBJ_008.basePlot.cfc,tower,+Bzwz4UdNwRm75lM8x4fJBl26iHojXpebp75eDv4hho=,A00000052492,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,CLBJ,cfc_chemistrySubsampling,"2019,2024",CLBJ,CLBJ_008,CLBJ_008.basePlot.cfc,tower,+Bzwz4UdNwTYEi43NI3OFIXqxKbBj/O0wH0zBSX57b0=,A00000052500,1,NA,2019,2019,gram,NA,NA
