dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_002,YELL_002.basePlot.bgc,M,5,201.26,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_003,YELL_003.basePlot.bgc,M,5,224.86,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_005,YELL_005.basePlot.bgc,M,6,197.93333333333334,2021.5,2021.5,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_009,YELL_009.basePlot.bgc,M,4,146.95,2020.75,2020.75,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_012,YELL_012.basePlot.bgc,M,5,207.7,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_016,YELL_016.basePlot.bgc,M,4,230.55,2020.75,2020.75,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_046,YELL_046.basePlot.bgc,M,5,179.92,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_048,YELL_048.basePlot.bgc,M,5,158.38,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_051,YELL_051.basePlot.bgc,M,5,154.28,2021.2,2021.2,gram,NA,NA
DP1.10086.001,YELL,sls_bgcSubsampling,2018-2024,YELL,YELL_052,YELL_052.basePlot.bgc,M,5,161.56,2021.2,2021.2,gram,NA,NA
