uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
3b53b646-7ced-4632-8f67-a93e68f15f38,D05,UNDE,UNDE_038,UNDE_038.basePlot.bgc,2022-08-09T14:12:00Z,2022-08-09T15:24:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_038-O-39-20220809|UNDE_038-O-21-20220809|UNDE_038-O-23-20220809,UNDE_038-O-20220809-COMP,B00000081192,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
24b50ee2-6e21-4168-9b52-e9cbc411d23b,D05,UNDE,UNDE_044,UNDE_044.basePlot.bgc,2022-08-09T16:09:00Z,2022-08-09T16:36:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_044-M-39-20220809|UNDE_044-M-21-20220809,UNDE_044-M-20220809-COMP,B00000153965,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
b2a209d5-4d33-4905-97e3-818721330168,D05,UNDE,UNDE_001,UNDE_001.basePlot.bgc,2022-08-09T16:58:00Z,2022-08-09T18:12:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_001-O-21-20220809|UNDE_001-O-41-20220809|UNDE_001-O-23-20220809,UNDE_001-O-20220809-COMP,B00000153332,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
40c475ba-4836-489e-8fdb-fdea14958a0f,D05,UNDE,UNDE_044,UNDE_044.basePlot.bgc,2022-08-09T17:14:00Z,2022-08-09T17:14:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_044-O-41-20220809,UNDE_044-O-20220809-COMP,B00000153964,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
21a17e69-6d85-405a-bc8c-f486d52cfed5,D05,UNDE,UNDE_043,UNDE_043.basePlot.bgc,2022-08-09T20:03:00Z,2022-08-09T21:07:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_043-M-39-20220809|UNDE_043-M-23-20220809|UNDE_043-M-41-20220809,UNDE_043-M-20220809-COMP,B00000153973,OK,NA,0000-0002-3052-3887,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
ee044e51-1cb2-44b5-801c-e2e870f72e6f,D05,UNDE,UNDE_003,UNDE_003.basePlot.bgc,2022-08-10T13:03:00Z,2022-08-10T14:12:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_003-O-41-20220810|UNDE_003-O-23-20220810|UNDE_003-O-21-20220810,UNDE_003-O-20220810-COMP,B00000081191,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
00fc58af-361d-4b4e-b65f-526e257e7150,D05,UNDE,UNDE_002,UNDE_002.basePlot.bgc,2022-08-10T15:15:00Z,2022-08-10T16:07:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_002-O-23-20220810|UNDE_002-O-41-20220810|UNDE_002-O-21-20220810,UNDE_002-O-20220810-COMP,B00000153334,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
65666dab-b1a8-4616-958d-84ace21efc9b,D05,UNDE,UNDE_010,UNDE_010.basePlot.bgc,2022-08-10T17:27:00Z,2022-08-10T17:27:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_010-O-39-20220810,UNDE_010-O-20220810-COMP,B00000153328,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
2f4c1df2-29a4-4fb1-a69b-f0ed822e5621,D05,UNDE,UNDE_010,UNDE_010.basePlot.bgc,2022-08-10T17:48:00Z,2022-08-10T18:17:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_010-M-41-20220810|UNDE_010-M-23-20220810,UNDE_010-M-20220810-COMP,B00000081156,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
f0733ebd-8c19-4f02-8f82-8c2ed52e9d9f,D05,UNDE,UNDE_037,UNDE_037.basePlot.bgc,2022-08-11T13:16:00Z,2022-08-11T13:52:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_037-O-41-20220811|UNDE_037-O-23-20220811,UNDE_037-O-20220811-COMP,B00000153330,OK,NA,0000-0001-8860-6856,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
e38a26fb-6f48-4aa9-8ffe-19c1605ea57e,D05,UNDE,UNDE_006,UNDE_006.basePlot.bgc,2022-08-11T13:27:00Z,2022-08-11T14:52:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_006-M-41-20220811|UNDE_006-M-23-20220811|UNDE_006-M-39-20220811,UNDE_006-M-20220811-COMP,B00000081211,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
c8b6edb0-2e75-4f96-bc34-7ccbdfbf5da9,D05,UNDE,UNDE_008,UNDE_008.basePlot.bgc,2022-08-11T13:37:00Z,2022-08-11T14:25:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_008-M-39-20220811|UNDE_008-M-21-20220811|UNDE_008-M-41-20220811,UNDE_008-M-20220811-COMP,B00000081154,OK,NA,0000-0002-5484-7763,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
0ddf3526-81d0-4593-8e7b-4b4d94663ec8,D05,UNDE,UNDE_037,UNDE_037.basePlot.bgc,2022-08-11T14:17:00Z,2022-08-11T14:17:00Z,UNDE.peakGreenness.2022,NEON.DOC.014048vO,UNDE_037-M-39-20220811,UNDE_037-M-20220811-COMP,B00000153217,OK,NA,0000-0001-8860-6856,NA,NA,20251217T193941Z,RELEASE-2026,DP1.10086.001,UNDE,2022,sls_metagenomicsPooling
