dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_003,DCFS_003.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_004,DCFS_004.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_006,DCFS_006.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_007,DCFS_007.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_008,DCFS_008.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_009,DCFS_009.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_062,DCFS_062.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_063,DCFS_063.basePlot.bgc,3,2021.6666666666667,2021.6666666666667,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_065,DCFS_065.basePlot.bgc,2,2021,2021,NA,NA
DP1.10086.001,DCFS,sls_metagenomicsPooling,2018-2024,DCFS,DCFS_067,DCFS_067.basePlot.bgc,2,2021,2021,NA,NA
